"fips","region","division","netmig2010","netmig2011","netmig2012","netmig2013","netmig2014","netmig2015","netmig2016","netmig2017","netmig2018","netmig2019"
"45043","South","South Atlantic",10,-67,187,388,438,765,334,516,698,804
"45045","South","South Atlantic",759,3852,4729,4822,6149,7113,6110,5804,5967,7087
"45047","South","South Atlantic",-18,-158,-107,-307,-311,181,177,257,136,208
"45049","South","South Atlantic",-56,-315,-84,-321,18,-464,-149,-251,-111,-83
"45051","South","South Atlantic",958,4758,5332,7263,8533,11158,12229,11939,12055,10608
"45053","South","South Atlantic",140,243,295,494,233,632,500,326,539,835
"45055","South","South Atlantic",115,246,65,296,462,424,589,783,568,821
"45057","South","South Atlantic",233,699,1317,1235,2588,2629,3368,2425,2604,2978
"45059","South","South Atlantic",-55,-137,-227,77,360,72,212,328,150,670
"45061","South","South Atlantic",-35,-250,-228,-221,-19,-478,-235,-38,-18,-362
"45063","South","South Atlantic",607,1888,2363,2401,3202,3420,3774,3358,3358,3770
"45065","South","South Atlantic",14,-143,-27,21,-3,-101,-3,71,-53,156
"45067","South","South Atlantic",-74,-205,-380,-267,-87,-127,3,-401,-163,-296
"45069","South","South Atlantic",-42,-313,-323,-126,13,-397,-540,-221,-258,-233
"45071","South","South Atlantic",34,-94,72,-118,165,115,172,438,92,57
"45073","South","South Atlantic",92,-99,297,467,397,697,784,1028,1155,1493
"45075","South","South Atlantic",-230,-766,-418,-811,-653,-828,-665,-688,-489,-631
"45077","South","South Atlantic",-84,190,22,-584,1245,882,1452,516,1742,1699
"45079","South","South Atlantic",660,1288,1709,1991,1788,3796,1120,1084,986,157
"45081","South","South Atlantic",20,-143,11,172,-35,55,3,129,52,50
"45083","South","South Atlantic",151,442,1296,1628,1998,3090,3658,5230,6732,4914
"45085","South","South Atlantic",-45,-762,-83,-527,-572,-864,-431,-850,-258,49
"45087","South","South Atlantic",-64,-205,-385,-120,-9,-112,28,-175,-15,79
"45089","South","South Atlantic",-61,-184,-508,-410,-260,-146,-530,-626,-490,-144
"45091","South","South Atlantic",482,2150,2842,3488,4720,5242,6344,7360,6883,6440
"46003","Midwest","West North Central",-1,5,39,-47,24,-21,1,-10,8,-50
"46005","Midwest","West North Central",4,204,197,32,-284,-85,-60,239,-234,-72
"46007","Midwest","West North Central",5,-31,-49,-28,-72,-51,1,-19,5,-131
"46009","Midwest","West North Central",2,-43,20,-24,0,-23,16,11,-30,-15
"46011","Midwest","West North Central",-2,-45,434,39,10,305,240,216,65,-241
"46013","Midwest","West North Central",77,145,563,423,21,64,338,213,-298,-454
"46015","Midwest","West North Central",9,6,-17,52,-100,-60,-48,86,-126,40
"46017","Midwest","West North Central",15,10,-4,-19,20,-21,-78,-42,3,-64
"46019","Midwest","West North Central",16,136,-87,40,-82,-50,-91,-29,99,142
"46021","Midwest","West North Central",4,-45,-5,-33,33,8,-24,-9,-2,6
"46023","Midwest","West North Central",0,-2,-70,-85,0,54,-28,-7,-143,-91
"46025","Midwest","West North Central",0,-83,15,25,17,-31,-25,14,16,-25
"46027","Midwest","West North Central",-31,87,38,-224,-98,-133,124,43,-90,37
"46029","Midwest","West North Central",-34,91,76,82,-66,-186,31,-46,-190,-104
"46031","Midwest","West North Central",18,-60,-6,93,-81,-55,-98,36,-83,-125
"46033","Midwest","West North Central",40,77,-9,104,21,35,195,183,71,183
"46035","Midwest","West North Central",-6,169,187,-80,-51,-50,63,-185,-100,-53
"46037","Midwest","West North Central",12,22,-130,3,-60,-3,14,27,17,-65
"46039","Midwest","West North Central",-11,6,18,-85,-3,4,-81,60,27,-13
"46041","Midwest","West North Central",11,10,32,-4,-15,-46,-15,-18,-31,-100
"46043","Midwest","West North Central",-6,-2,-7,28,-39,28,-40,15,-18,-15
"46045","Midwest","West North Central",2,-10,-19,18,-70,14,-60,-14,-56,-31
"46047","Midwest","West North Central",25,-94,76,-122,113,6,34,-7,102,26
"46049","Midwest","West North Central",3,-16,3,-13,-23,-8,17,-6,-16,-31
"46051","Midwest","West North Central",-10,6,43,-10,-65,-106,9,-42,-72,-63
"46053","Midwest","West North Central",0,-32,49,8,13,-17,-28,46,-13,-1
"46055","Midwest","West North Central",-11,-7,6,-27,-23,8,30,47,-19,-11
"46057","Midwest","West North Central",7,15,-59,-60,-43,-31,-108,31,4,31
"46059","Midwest","West North Central",7,3,-54,15,-33,-22,-5,-4,-33,-59
"46061","Midwest","West North Central",3,12,-22,-10,-17,-38,-21,6,-59,60
"46063","Midwest","West North Central",-9,29,27,-59,-26,10,-18,-28,-2,35
"46065","Midwest","West North Central",21,126,41,-116,74,-165,-45,21,-79,-225
"46067","Midwest","West North Central",8,-46,15,-35,39,47,59,15,-56,-29
"46069","Midwest","West North Central",1,-18,32,-39,9,-3,-48,-25,-25,21
"46071","Midwest","West North Central",3,66,-16,22,-7,-19,-37,-55,-47,2
"46073","Midwest","West North Central",16,-9,-18,28,-45,-10,-9,29,5,-13
"46075","Midwest","West North Central",5,-13,-12,-14,-20,-41,13,-7,0,-28
"46077","Midwest","West North Central",2,44,64,-164,10,-100,18,-31,-26,-1
"46079","Midwest","West North Central",51,271,160,137,155,226,248,197,242,-276
"46081","Midwest","West North Central",68,90,82,532,-235,115,489,364,65,127
"46083","Midwest","West North Central",162,1068,946,882,1062,819,1072,1560,1531,1710
"46085","Midwest","West North Central",2,13,-58,46,-45,-6,-13,-72,-114,-62
"46087","Midwest","West North Central",5,-83,48,10,-42,-51,27,34,18,-40
"46089","Midwest","West North Central",-2,5,-11,16,3,-5,29,6,1,-20
"46091","Midwest","West North Central",1,-19,81,90,-94,79,-6,92,-68,-18
"46093","Midwest","West North Central",-6,-117,192,401,196,-59,451,556,207,78
"46095","Midwest","West North Central",-5,23,-17,-15,8,-65,36,-21,-41,16
"46097","Midwest","West North Central",-7,-32,-10,15,-20,-70,30,-17,-6,7
"46099","Midwest","West North Central",110,55,1787,1661,1180,1038,1187,1768,-31,686
"46101","Midwest","West North Central",-2,-38,-48,-55,-74,-21,26,-44,-26,48
"46102","Midwest","West North Central",6,25,-78,-126,-150,-36,-93,-171,-163,-266
"46103","Midwest","West North Central",118,450,1040,902,783,-136,458,893,868,1240
"46105","Midwest","West North Central",4,53,28,4,-3,-24,-16,-10,-43,-57
"46107","Midwest","West North Central",12,28,-5,30,-47,9,-24,-33,2,-47
"46109","Midwest","West North Central",22,50,-42,-131,-48,-118,-76,10,44,-35
"46111","Midwest","West North Central",-1,-2,-31,4,5,6,18,53,-56,-69
"46115","Midwest","West North Central",-4,146,168,-72,-26,-93,-52,11,-44,-121
"46117","Midwest","West North Central",9,-11,-24,-9,-14,-22,10,-38,7,51
"46119","Midwest","West North Central",0,-6,43,9,-41,-11,6,-23,-30,9
"46121","Midwest","West North Central",4,-12,-118,-89,-249,-76,23,-117,-140,-176
"46123","Midwest","West North Central",-1,-4,-116,-1,3,-95,71,-41,17,-81
"46125","Midwest","West North Central",4,17,-47,12,-100,-20,148,71,118,-49
"46127","Midwest","West North Central",77,90,91,-82,199,-80,156,85,242,291
"46129","Midwest","West North Central",12,127,-102,48,26,-68,71,36,-39,-54
"46135","Midwest","West North Central",12,26,43,-11,-37,-20,-59,-21,54,3
"46137","Midwest","West North Central",10,-15,4,-45,-25,-37,21,-123,-11,14
"47001","South","East South Central",5,184,159,181,46,439,230,758,426,834
"47003","South","East South Central",-5,-6,-169,158,522,558,377,640,739,371
"47005","South","East South Central",31,64,23,-33,-47,108,-49,49,352,7
"47007","South","East South Central",-3,109,-72,960,583,101,138,191,21,218
"47009","South","East South Central",78,486,344,936,1030,1166,1416,1936,1525,1913
"47011","South","East South Central",63,575,974,511,749,896,439,946,1447,937
"47013","South","East South Central",8,83,-103,-159,-190,56,173,161,175,192
"47015","South","East South Central",-1,-65,83,-52,-86,193,147,301,278,213
"47017","South","East South Central",15,174,197,22,-125,-240,43,15,283,-112
"47019","South","East South Central",-26,39,113,-154,-520,216,306,295,177,262
"47021","South","East South Central",-25,-191,153,95,157,-91,138,531,121,118
"47023","South","East South Central",27,-36,-94,15,17,-4,12,22,91,32
"47025","South","East South Central",39,-40,-223,3,69,89,244,153,283,205
"47027","South","East South Central",12,-70,6,-6,-21,67,52,51,63,-27
"47029","South","East South Central",11,-141,163,-23,24,-17,233,463,501,282
"47031","South","East South Central",-15,148,255,154,214,492,457,513,847,603
"47033","South","East South Central",-10,-28,69,-18,50,-50,-118,34,-106,-34
"47035","South","East South Central",168,462,636,663,736,551,641,791,1013,1107
"47037","South","East South Central",16,3608,8339,5958,4479,4896,1262,-3182,-1090,-748
"47039","South","East South Central",3,21,15,92,36,-22,176,76,30,14
"47041","South","East South Central",5,65,125,285,121,55,174,455,291,364
"47043","South","East South Central",32,194,170,-216,212,749,564,887,605,397
"47045","South","East South Central",-19,-236,-37,-125,-312,-75,-228,-155,-49,-113
"47047","South","East South Central",19,20,6,36,258,150,423,468,422,593
"47049","South","East South Central",-4,85,-35,35,12,178,126,249,170,274
"47051","South","East South Central",-54,6,-100,609,219,148,300,177,394,316
"47053","South","East South Central",25,291,-214,-234,96,-59,27,110,2,39
"47055","South","East South Central",-100,-48,-257,-98,88,144,203,284,158,90
"47057","South","East South Central",67,64,-54,121,185,50,296,91,83,255
"47059","South","East South Central",21,623,-195,-199,337,371,203,609,625,153
"47061","South","East South Central",3,-116,54,-67,-60,44,-9,121,57,97
"47063","South","East South Central",22,265,-225,247,-17,306,318,492,479,253
"47065","South","East South Central",494,3012,3716,2447,984,2232,3202,2727,2684,3006
"47067","South","East South Central",12,-50,-30,-4,25,15,26,33,-1,83
"47069","South","East South Central",-95,-310,-239,-256,-338,-172,-202,-4,-145,-155
"47071","South","East South Central",21,-131,148,94,-2,61,61,141,70,80
"47073","South","East South Central",44,-162,94,216,-17,70,367,266,277,295
"47075","South","East South Central",-38,-297,-291,-89,-50,-220,-195,-176,-243,1
"47077","South","East South Central",-24,195,40,-18,36,15,-170,-3,153,140
"47079","South","East South Central",32,148,63,-4,138,-6,256,320,102,192
"47081","South","East South Central",-28,-278,-148,10,220,-95,288,215,198,200
"47083","South","East South Central",9,-94,118,-121,-5,-103,3,103,99,-19
"47085","South","East South Central",36,-140,-99,9,-48,41,265,168,97,55
"47087","South","East South Central",-13,-26,72,15,24,87,135,130,136,78
"47089","South","East South Central",23,240,414,-99,321,629,263,737,469,676
"47091","South","East South Central",31,-27,3,-73,10,-43,13,-39,251,98
"47093","South","East South Central",391,2664,2790,2516,2592,2592,3763,4764,4093,3445
"47095","South","East South Central",5,3,-64,13,4,-42,-34,-40,-16,-360
"47097","South","East South Central",-68,-98,-29,-142,-222,-477,-1581,751,-98,-382
"47099","South","East South Central",111,113,-71,-192,247,259,434,320,381,326
"47101","South","East South Central",0,2,-220,66,-75,-19,53,126,65,195
"47103","South","East South Central",79,25,48,192,-4,215,37,356,362,226
"47105","South","East South Central",175,471,649,683,262,445,568,1023,1001,1112
"47107","South","East South Central",-39,254,106,95,379,-67,308,342,469,526
"47109","South","East South Central",23,63,90,-45,65,-44,47,285,-72,-31
"47111","South","East South Central",25,122,-6,137,245,81,215,507,316,251
"47113","South","East South Central",-75,-485,-12,-88,-925,-780,-308,-113,-20,177
"47115","South","East South Central",31,-92,152,195,151,29,44,153,198,341
"47117","South","East South Central",35,120,51,121,131,232,437,953,694,500
"47119","South","East South Central",83,-38,234,1268,1481,1819,1888,2405,1735,1797
"47121","South","East South Central",17,-47,29,7,77,122,187,149,270,146
"47123","South","East South Central",78,318,210,119,147,290,288,294,300,367
"47125","South","East South Central",310,1372,5682,-2905,2536,1131,-131,3164,3479,1591
"47127","South","East South Central",-1,56,-58,3,14,-1,43,119,69,22
"47129","South","East South Central",12,9,-66,-212,79,-194,282,-127,26,-101
"47131","South","East South Central",4,-121,-322,-246,-126,-227,-2,-118,-79,-116
"47133","South","East South Central",26,86,17,-90,28,173,-23,105,178,256
"47135","South","East South Central",18,-68,-9,36,-54,64,62,97,100,28
"47137","South","East South Central",1,65,-43,25,70,88,-34,1,42,28
"47139","South","East South Central",8,27,-69,101,76,130,76,42,228,-17
"47141","South","East South Central",122,260,376,474,687,149,862,1216,1284,1512
"47143","South","East South Central",24,192,245,136,108,-193,140,230,267,272
"47145","South","East South Central",-39,5,-187,-210,-36,196,427,363,516,377
"47147","South","East South Central",1,172,-296,364,341,434,501,756,667,429
"47149","South","East South Central",489,3332,3152,4675,5341,7105,6990,7011,6095,5590
"47151","South","East South Central",-3,-83,56,-121,-90,-61,-10,87,83,72
"47153","South","East South Central",-14,139,61,189,123,10,126,10,119,137
"47155","South","East South Central",193,1106,997,1016,1125,792,963,881,613,399
"47157","South","East South Central",-753,-1452,-470,-6772,-6959,-6094,-6383,-5776,-3585,-3609
"47159","South","East South Central",-11,93,-19,-70,-54,204,181,143,251,187
"47161","South","East South Central",33,-112,108,2,-31,29,18,239,219,135
"47163","South","East South Central",58,536,-69,349,644,344,557,1274,1278,1202
"47165","South","East South Central",401,1913,1588,2224,2744,2381,3427,3969,3220,3316
"47167","South","East South Central",-3,20,-51,-168,-194,-188,-436,68,208,-29
"47169","South","East South Central",0,-56,-22,25,173,49,1878,882,174,234
"47171","South","East South Central",-14,108,30,-46,-23,6,35,204,135,169
"47173","South","East South Central",-21,59,-109,-56,30,168,75,200,298,295
"47175","South","East South Central",3,-13,104,-79,138,12,41,35,24,95
"47177","South","East South Central",6,64,-158,112,103,305,204,300,161,450
"47179","South","East South Central",257,470,931,554,367,528,1177,563,1266,860
"47181","South","East South Central",-5,69,-26,17,-2,-9,48,-16,55,111
"47183","South","East South Central",-18,-156,-304,-325,-190,-97,-230,-199,144,-34
"47185","South","East South Central",15,276,49,205,149,124,205,365,411,335
"47187","South","East South Central",536,3377,3631,4835,5081,5123,6236,6075,4894,5409
"47189","South","East South Central",412,1696,1873,2409,2744,2968,3513,3663,3769,3226
"48001","South","West South Central",-1,-49,-274,-55,-4,-157,-53,712,20,-72
"48003","South","West South Central",19,398,541,452,444,414,-474,-354,344,597
"48005","South","West South Central",42,5,-198,-483,-90,-29,-434,-340,-884,-167
"48007","South","West South Central",44,125,324,530,690,351,455,310,-1810,236
"48009","South","West South Central",47,-282,-23,-1,58,-101,35,21,0,-72
"48011","South","West South Central",-2,44,24,-8,-15,-4,-34,28,5,10
"48013","South","West South Central",10,258,694,295,440,305,56,84,954,559
"48015","South","West South Central",-8,142,-132,54,209,415,103,48,172,15
"48017","South","West South Central",-4,-48,-115,-59,-211,185,-100,-205,-126,-100
"48019","South","West South Central",62,14,52,10,333,380,616,659,544,373
"48021","South","West South Central",146,372,-542,789,1512,1968,2069,1574,1638,1761
"48023","South","West South Central",2,6,-76,18,-9,64,47,-52,44,-49
"48025","South","West South Central",12,358,25,147,-70,-376,62,-322,-169,13
"48027","South","West South Central",1440,-1828,4994,-2576,-1119,1787,930,2563,4253,3860
"48029","South","West South Central",4446,17673,18725,18267,21316,21627,17647,15251,11499,9832
"48031","South","West South Central",34,94,57,59,175,240,297,203,219,337
"48033","South","West South Central",4,-14,-15,28,13,-9,0,8,-22,6
"48035","South","West South Central",54,70,-74,-227,-59,202,203,351,401,123
"48037","South","West South Central",49,-65,-71,166,-338,-403,132,-174,204,-514
"48039","South","West South Central",599,1989,2535,3217,5081,4894,5346,6326,4812,3196
"48041","South","West South Central",379,-16,1118,2161,3074,5395,1627,2429,277,1954
"48043","South","West South Central",42,42,-126,-37,-178,-42,57,132,-84,-85
"48045","South","West South Central",-2,27,-86,-7,3,-31,-19,38,-5,30
"48047","South","West South Central",-29,-52,-73,41,-65,-65,-35,-88,-71,-31
"48049","South","West South Central",28,-33,-149,-38,-72,279,381,-126,95,104
"48051","South","West South Central",24,100,108,-153,136,226,262,206,312,115
"48053","South","West South Central",60,430,115,192,361,826,1019,787,790,832
"48055","South","West South Central",-3,141,64,329,367,519,517,1003,589,318
"48057","South","West South Central",-70,-39,149,77,-36,-32,-54,-298,-283,-259
"48059","South","West South Central",-3,38,-2,56,44,100,239,189,48,-16
"48061","South","West South Central",230,100,-2350,-3481,-3150,-4179,-2508,-3126,-3550,-2396
"48063","South","West South Central",-2,-14,66,-84,119,-17,62,23,99,65
"48065","South","West South Central",-20,79,-129,-91,36,-18,89,-82,16,-68
"48067","South","West South Central",33,-131,-210,243,-70,29,-8,7,254,24
"48069","South","West South Central",31,-113,77,-187,-271,-188,-76,-105,-174,-105
"48071","South","West South Central",288,5,614,636,729,533,879,814,685,1325
"48073","South","West South Central",-12,-85,-36,-362,-181,140,108,68,122,97
"48075","South","West South Central",16,-81,74,-39,136,-15,39,69,27,-26
"48077","South","West South Central",-15,-59,-103,-65,-28,25,-81,274,-1,70
"48079","South","West South Central",11,-91,-69,-45,-76,24,-61,-85,-49,-9
"48081","South","West South Central",6,-27,-39,7,53,25,46,48,75,44
"48083","South","West South Central",8,-116,-29,-132,-40,-30,134,54,14,-157
"48085","South","West South Central",4084,17535,15388,14185,20958,23526,21506,21336,26086,24052
"48087","South","West South Central",-2,26,-76,71,-81,3,5,-47,-26,-16
"48089","South","West South Central",20,-75,-27,39,-26,257,119,211,-3,178
"48091","South","West South Central",615,2529,2433,3388,4118,5004,5086,6093,7168,7685
"48093","South","West South Central",3,-110,-167,-149,-11,-52,160,41,28,138
"48095","South","West South Central",11,24,-43,56,-24,-17,78,-1447,-24,48
"48097","South","West South Central",-29,-128,168,-409,197,256,11,456,423,639
"48099","South","West South Central",29,323,1230,-2383,-1264,-609,-1845,-520,-437,778
"48101","South","West South Central",-1,1,-18,-18,-3,21,-22,-12,7,16
"48103","South","West South Central",-6,-44,125,167,132,70,-261,-132,34,7
"48105","South","West South Central",-15,-62,32,40,-1,-79,-110,-110,-89,17
"48107","South","West South Central",-10,2,-15,-119,-111,76,-19,-45,-97,-26
"48109","South","West South Central",0,-23,-96,-23,-33,-52,-43,-3,-52,-36
"48111","South","West South Central",21,47,97,-49,13,-25,-71,-161,-106,-141
"48113","South","West South Central",-699,11026,22759,5082,11441,14235,9359,5221,-12523,-15147
"48115","South","West South Central",11,-135,-203,-455,197,-517,-42,-313,-210,70
"48117","South","West South Central",22,-155,-353,-418,-212,-502,-176,-239,-262,-327
"48119","South","West South Central",21,-72,109,-97,37,15,-5,142,56,-5
"48121","South","West South Central",2546,12429,15516,14016,17574,19607,21866,20775,17304,22716
"48123","South","West South Central",-5,188,125,17,107,78,7,-404,-46,57
"48125","South","West South Central",6,-45,-66,-27,-68,0,-7,1,34,-4
"48127","South","West South Central",23,1,262,312,-3,-146,-302,-457,-119,-110
"48129","South","West South Central",9,-28,-23,-59,-67,-71,11,-30,-17,-32
"48131","South","West South Central",-54,13,-290,-23,-119,-222,76,-180,-142,-9
"48133","South","West South Central",13,35,-73,-101,22,-41,151,97,62,99
"48135","South","West South Central",-438,1396,3269,3406,2955,3303,-3823,-2443,3374,2562
"48137","South","West South Central",-9,-28,5,-93,-5,16,4,22,-18,20
"48139","South","West South Central",453,994,619,1380,2288,3070,4055,4185,4661,4880
"48141","South","West South Central",823,7269,3493,-10546,-5800,-10415,-5010,-4993,-6654,-3651
"48143","South","West South Central",-18,870,299,243,408,509,71,223,373,329
"48145","South","West South Central",1,-38,-281,-368,-53,-7,27,41,-120,47
"48147","South","West South Central",6,4,-164,-29,152,36,521,725,730,446
"48149","South","West South Central",-8,238,-29,168,143,222,122,206,251,123
"48151","South","West South Central",-13,-6,-84,41,27,28,4,8,-62,20
"48153","South","West South Central",-31,-62,-31,-145,-301,-101,-4,-45,-70,-89
"48155","South","West South Central",7,18,-54,-14,11,-39,-15,12,-2,-31
"48157","South","West South Central",4031,10375,13049,21050,25313,24355,21875,16918,14514,17847
"48159","South","West South Central",5,-53,82,-12,-46,55,73,118,-2,-32
"48161","South","West South Central",-5,-228,-101,88,125,72,-87,-47,142,-66
"48163","South","West South Central",1,84,335,342,406,290,122,199,221,1
"48165","South","West South Central",16,82,143,245,255,564,-84,-224,-91,362
"48167","South","West South Central",778,1452,3667,4008,5082,6137,6235,4413,2256,3278
"48169","South","West South Central",6,83,-159,-56,40,-29,-203,257,-269,-32
"48171","South","West South Central",69,268,238,289,210,486,378,364,368,409
"48173","South","West South Central",3,3,28,-10,43,45,-29,-13,19,11
"48175","South","West South Central",19,-10,141,105,90,18,8,47,43,60
"48177","South","West South Central",4,-110,64,116,129,13,182,-122,-58,-16
"48179","South","West South Central",-112,130,180,-1,378,-253,-581,-645,-77,-171
"48181","South","West South Central",133,208,365,394,1037,1859,2498,2678,2554,2283
"48183","South","West South Central",-8,72,-317,-452,-712,14,-980,-883,124,379
"48185","South","West South Central",40,38,-19,76,153,289,131,397,294,529
"48187","South","West South Central",758,2431,2929,2434,3004,3006,3107,4392,2961,2887
"48189","South","West South Central",1,-127,-417,-831,-1459,-565,-63,-279,-446,-354
"48191","South","West South Central",6,-46,-21,-71,-84,56,33,-35,-16,-58
"48193","South","West South Central",-14,-28,-109,17,-9,-20,208,203,122,10
"48195","South","West South Central",-16,-50,-74,-18,-11,56,-79,-119,-51,-112
"48197","South","West South Central",14,-17,-48,-34,-51,-59,65,-2,-34,12
"48199","South","West South Central",78,139,-81,51,75,114,381,755,-93,431
"48201","South","West South Central",4154,26918,40008,46383,56722,54778,18830,-11164,-17807,-5560
"48203","South","West South Central",26,328,-408,-139,62,-59,-234,-294,63,-53
"48205","South","West South Central",-3,-54,37,-126,32,-383,36,-36,-141,-72
"48207","South","West South Central",-6,120,-33,62,-47,34,-46,-11,22,-16
"48209","South","West South Central",785,3768,3867,6107,7218,8108,8390,8764,6481,5963
"48211","South","West South Central",-16,121,104,31,-15,56,-196,-170,-107,-48
"48213","South","West South Central",135,176,188,-145,763,362,745,1094,1406,845
"48215","South","West South Central",1497,3597,478,-2173,-823,-2295,-2154,-3084,-3353,-3056
"48217","South","West South Central",15,16,-52,-296,-71,102,324,634,494,506
"48219","South","West South Central",-106,-27,-8,179,-13,-250,-348,-160,-109,-55
"48221","South","West South Central",88,303,654,745,992,1527,1384,1440,2354,1567
"48223","South","West South Central",50,-81,-47,-48,281,231,135,212,270,287
"48225","South","West South Central",6,-198,-173,-315,79,2,192,248,65,-8
"48227","South","West South Central",-4,-19,437,594,289,464,-1018,-455,24,649
"48229","South","West South Central",-14,-97,-89,-47,-56,203,688,345,170,76
"48231","South","West South Central",174,53,79,255,1022,792,2062,1957,2295,1759
"48233","South","West South Central",-54,-240,-89,-140,-88,-135,-302,-283,-235,-224
"48235","South","West South Central",9,-4,-31,40,-40,-28,18,-60,4,17
"48237","South","West South Central",-25,6,-55,-53,-65,-6,-95,41,3,102
"48239","South","West South Central",-16,-84,177,306,69,32,-8,-115,-18,-140
"48241","South","West South Central",88,368,-466,-256,-199,-129,125,110,252,-231
"48243","South","West South Central",-2,-54,7,-55,-4,-16,37,31,-17,34
"48245","South","West South Central",-148,-47,-3088,396,-1199,1047,-512,-721,-3711,-2464
"48247","South","West South Central",-8,-35,-65,-52,26,-64,-72,-74,-30,9
"48249","South","West South Central",2,60,218,-213,-478,-246,-587,-456,-276,-377
"48251","South","West South Central",65,199,562,476,1555,1831,2691,3544,3418,4000
"48253","South","West South Central",40,87,-430,184,-180,158,36,-100,39,219
"48255","South","West South Central",36,92,-109,-116,133,465,29,-1,90,-68
"48257","South","West South Central",397,722,726,1072,1954,2520,3127,4031,4909,7120
"48259","South","West South Central",202,824,1061,1576,1203,1551,1951,2046,1615,1816
"48261","South","West South Central",4,16,10,-16,-3,2,-3,-13,16,-39
"48263","South","West South Central",5,6,18,-38,-27,4,1,15,-29,39
"48265","South","West South Central",52,201,275,313,746,742,738,612,747,403
"48267","South","West South Central",-10,25,-56,-59,13,-62,40,-3,-34,16
"48269","South","West South Central",2,-34,11,2,-8,18,9,-3,-15,-8
"48271","South","West South Central",9,18,24,-3,-75,53,30,79,-26,-22
"48273","South","West South Central",-37,-220,-181,-376,-377,-668,-278,-649,-198,-200
"48275","South","West South Central",16,4,6,1,73,-8,-44,-32,-14,-2
"48277","South","West South Central",27,-60,-286,-544,233,-43,49,-15,162,174
"48279","South","West South Central",33,7,-257,-231,-209,-270,-116,-67,-108,-236
"48281","South","West South Central",50,134,99,74,-71,199,179,310,263,299
"48283","South","West South Central",8,63,104,245,-6,100,-71,-83,-89,-24
"48285","South","West South Central",0,46,241,113,214,175,13,166,114,59
"48287","South","West South Central",-13,-70,-95,-16,64,185,97,127,-51,99
"48289","South","West South Central",-32,103,-112,-88,120,305,168,48,25,159
"48291","South","West South Central",139,-191,-6,181,851,1170,1482,1990,1908,2043
"48293","South","West South Central",52,96,30,-268,38,-121,-15,-106,-64,120
"48295","South","West South Central",-23,17,108,27,46,-15,-84,-154,-35,-113
"48297","South","West South Central",23,-39,132,167,216,117,-142,131,-34,38
"48299","South","West South Central",50,-97,322,391,271,537,636,734,597,379
"48301","South","West South Central",2,11,-9,20,-17,29,-4,19,10,20
"48303","South","West South Central",773,1378,927,1879,2906,2160,1952,1683,871,1616
"48305","South","West South Central",-21,-46,-115,-80,35,-56,7,33,2,76
"48307","South","West South Central",-44,46,-12,10,-44,117,-122,-158,49,25
"48309","South","West South Central",558,505,65,847,191,868,731,2800,1373,1197
"48311","South","West South Central",3,-16,32,40,38,21,-22,-42,-36,13
"48313","South","West South Central",61,-21,-30,58,25,63,136,89,92,-111
"48315","South","West South Central",-11,57,-60,-42,-33,66,61,32,-84,9
"48317","South","West South Central",10,40,41,247,118,119,-87,-147,124,57
"48319","South","West South Central",10,26,28,72,-22,-30,107,44,85,22
"48321","South","West South Central",-10,-236,-332,-136,-195,136,183,-441,-405,-72
"48323","South","West South Central",43,133,-192,-20,-148,-184,-388,-635,-480,-204
"48325","South","West South Central",69,192,162,343,434,393,658,753,534,582
"48327","South","West South Central",1,15,7,-65,-4,32,-23,36,19,28
"48329","South","West South Central",-212,2006,5468,3343,2578,3711,-343,-312,5344,2452
"48331","South","West South Central",-63,-88,-540,-39,30,199,310,268,106,-203
"48333","South","West South Central",19,-61,-17,66,21,19,28,63,-8,32
"48335","South","West South Central",7,2,-83,-342,71,-214,-368,-273,288,-15
"48337","South","West South Central",-16,69,-238,-22,-5,-55,168,60,244,288
"48339","South","West South Central",2560,8747,9542,10349,14959,14781,15720,12703,14971,14365
"48341","South","West South Central",28,-201,96,-605,-464,-534,-383,-301,-770,-386
"48343","South","West South Central",2,-135,-58,-9,-77,-204,85,-38,-33,99
"48345","South","West South Central",2,7,5,-3,-28,4,32,64,8,-28
"48347","South","West South Central",24,617,-146,-1054,-268,-16,-206,-496,-346,-123
"48349","South","West South Central",-5,8,-84,-319,-388,125,86,212,642,437
"48351","South","West South Central",-3,123,-122,-58,-17,-135,24,-201,-127,-94
"48353","South","West South Central",4,-70,-244,106,21,-38,-99,-207,-92,-100
"48355","South","West South Central",-425,966,2653,2921,1446,1593,-935,-2114,-705,-1225
"48357","South","West South Central",-63,149,80,27,-97,-114,-547,-357,-222,-106
"48359","South","West South Central",-2,23,-34,41,-39,-7,1,24,1,-19
"48361","South","West South Central",96,230,354,-246,282,456,365,331,-1516,-150
"48363","South","West South Central",-19,-66,-309,-37,83,-84,171,415,292,306
"48365","South","West South Central",19,190,-39,-228,-29,-126,-250,-208,-65,68
"48367","South","West South Central",280,696,792,-56,1950,3112,2869,4221,4140,4404
"48369","South","West South Central",7,-50,-179,-279,-138,-233,-126,-146,-64,-200
"48371","South","West South Central",3,-3,-163,-14,42,106,-230,-287,-16,24
"48373","South","West South Central",51,220,31,131,411,948,1167,1443,1129,1531
"48375","South","West South Central",86,27,-471,-1587,-956,-1582,-1329,-954,-2036,-1805
"48377","South","West South Central",38,-218,-203,-308,-284,-227,26,-121,-291,-202
"48379","South","West South Central",13,101,-48,109,45,167,240,476,429,359
"48381","South","West South Central",332,1500,922,1151,1226,950,1376,1094,1164,1540
