"fips","region","division","netmig2010","netmig2011","netmig2012","netmig2013","netmig2014","netmig2015","netmig2016","netmig2017","netmig2018","netmig2019"
"30019","West","Mountain",4,25,9,3,28,-38,-14,0,4,-42
"30021","West","Mountain",-27,60,204,145,86,32,-338,-317,-261,-57
"30023","West","Mountain",13,45,3,99,-92,37,1,95,76,62
"30025","West","Mountain",-6,18,70,20,33,38,-95,-96,-101,-77
"30027","West","Mountain",9,-79,-2,94,-68,-20,66,11,-144,-41
"30029","West","Mountain",-143,54,65,1044,1290,1098,1663,2076,1719,1587
"30031","West","Mountain",3,1189,577,1612,1935,2734,3139,3156,2408,2084
"30033","West","Mountain",-15,56,-16,14,21,12,10,-22,-25,-2
"30035","West","Mountain",26,9,4,-1,-197,-195,-20,-50,16,-172
"30037","West","Mountain",0,-46,0,23,-2,-23,-7,6,-3,-6
"30039","West","Mountain",8,13,-23,45,92,26,136,82,34,26
"30041","West","Mountain",20,117,-157,6,-212,-218,-127,-134,-260,14
"30043","West","Mountain",15,-30,-32,145,70,103,201,143,184,160
"30045","West","Mountain",-2,-52,4,-2,-6,-51,10,4,1,62
"30047","West","Mountain",13,111,-110,25,33,167,207,484,-25,256
"30049","West","Mountain",152,469,277,280,283,336,461,804,694,723
"30051","West","Mountain",11,27,23,-36,-11,44,18,-14,7,-74
"30053","West","Mountain",2,-15,-87,-11,-176,-32,322,322,358,306
"30055","West","Mountain",6,-25,4,10,11,-21,31,-26,-34,-7
"30057","West","Mountain",1,-35,33,26,173,195,61,265,260,95
"30059","West","Mountain",-4,5,10,26,-34,-21,21,9,15,10
"30061","West","Mountain",0,-6,-98,105,-14,7,-53,138,73,110
"30063","West","Mountain",68,381,347,479,500,937,1858,1236,588,715
"30065","West","Mountain",12,203,-38,3,-18,-17,30,12,28,29
"30067","West","Mountain",-37,-105,100,98,224,113,115,281,260,-28
"30069","West","Mountain",3,-1,15,1,-16,-14,20,24,1,-19
"30071","West","Mountain",6,-46,-56,52,11,-41,-48,-12,-57,-102
"30073","West","Mountain",7,20,-47,69,-71,-66,-60,-74,-30,-69
"30075","West","Mountain",-3,20,27,12,28,-6,-18,1,-31,-44
"30077","West","Mountain",-1,80,5,-89,-49,-62,69,-17,170,-36
"30079","West","Mountain",10,-35,0,32,-33,15,30,-57,-27,3
"30081","West","Mountain",119,85,205,144,146,417,813,745,714,753
"30083","West","Mountain",0,335,581,306,282,273,-579,-437,-201,-94
"30085","West","Mountain",0,-30,240,121,108,49,-310,-181,-166,-101
"30087","West","Mountain",-2,28,-86,-131,-69,-30,-180,-83,-250,-142
"30089","West","Mountain",-23,54,13,-36,40,3,207,257,185,281
"30091","West","Mountain",1,83,134,90,61,14,-54,-121,-96,-69
"30093","West","Mountain",53,179,44,121,217,-69,30,150,3,232
"30095","West","Mountain",-2,46,10,97,-22,198,-41,60,75,166
"30097","West","Mountain",-35,-9,5,84,5,-9,6,62,24,33
"30099","West","Mountain",12,-21,-19,-12,-40,21,-63,62,17,15
"30101","West","Mountain",8,-199,51,-99,-8,-49,-132,-99,-51,-119
"30103","West","Mountain",1,-5,10,-31,1,-4,-2,-11,-1,18
"30105","West","Mountain",4,90,46,125,12,-12,-98,-129,-24,-38
"30107","West","Mountain",-7,-29,-40,29,-34,20,19,34,18,-63
"30109","West","Mountain",-8,-16,60,63,-19,-9,-21,-23,17,-63
"30111","West","Mountain",255,763,1177,1607,882,634,936,914,463,901
"31001","Midwest","West North Central",-38,-229,36,50,-248,105,42,20,-374,-227
"31003","Midwest","West North Central",-29,-51,-77,-81,-80,-6,-66,0,-49,-31
"31005","Midwest","West North Central",3,1,9,-23,0,2,15,-11,7,3
"31007","Midwest","West North Central",0,-33,23,-11,-5,43,-2,8,-10,15
"31009","Midwest","West North Central",0,-8,24,-27,19,-15,-14,10,-5,-15
"31011","Midwest","West North Central",-6,-92,35,-46,-25,-41,28,-7,-86,-44
"31013","Midwest","West North Central",-43,-5,-37,-25,-33,-47,-183,-364,-115,25
"31015","Midwest","West North Central",9,-27,-7,-25,22,3,-9,3,-2,-25
"31017","Midwest","West North Central",12,-39,-39,-73,26,30,-3,34,-33,-8
"31019","Midwest","West North Central",-18,341,427,23,-180,27,159,-106,-277,46
"31021","Midwest","West North Central",-9,-13,-100,-72,8,9,32,10,-23,8
"31023","Midwest","West North Central",-1,-113,-4,-6,-64,-101,-36,55,17,-28
"31025","Midwest","West North Central",23,-92,-158,106,67,-22,181,271,216,24
"31027","Midwest","West North Central",-22,-69,-55,-75,-101,-37,77,-81,-70,-61
"31029","Midwest","West North Central",8,21,31,-36,19,-7,-52,14,7,-5
"31031","Midwest","West North Central",-2,21,-3,11,-26,63,-11,-31,-51,-94
"31033","Midwest","West North Central",-25,-25,54,-43,17,-4,-123,-419,-378,-374
"31035","Midwest","West North Central",3,-77,-71,-32,-53,-36,-169,38,-7,-9
"31037","Midwest","West North Central",-8,-77,-99,-167,114,-58,-123,-150,-103,-147
"31039","Midwest","West North Central",3,-32,-54,-65,-7,25,-145,-6,-42,-110
"31041","Midwest","West North Central",-24,51,-49,4,-70,46,-15,40,-41,-50
"31043","Midwest","West North Central",-18,-407,-352,-177,-410,-225,-459,-430,-232,-208
"31045","Midwest","West North Central",-17,17,-99,-78,-70,-73,-47,-18,-181,-112
"31047","Midwest","West North Central",-32,-246,-429,-103,-230,-314,-326,-310,-147,-358
"31049","Midwest","West North Central",0,44,8,-34,6,-9,-41,11,-36,-25
"31051","Midwest","West North Central",-30,11,-108,-73,-81,-6,-40,-1,-78,-85
"31053","Midwest","West North Central",-31,201,-327,-139,53,-81,40,69,-91,-214
"31055","Midwest","West North Central",323,1216,2045,1545,1744,1491,1843,767,1414,719
"31057","Midwest","West North Central",2,-27,36,-10,-71,-89,29,-10,-12,-63
"31059","Midwest","West North Central",-2,-21,-78,-31,-13,-10,85,-46,-18,-73
"31061","Midwest","West North Central",16,-21,-2,-104,-9,-53,27,-20,35,-43
"31063","Midwest","West North Central",-1,-59,10,-7,1,-97,7,-29,-29,17
"31065","Midwest","West North Central",3,6,-16,-27,47,-7,-61,9,-51,-27
"31067","Midwest","West North Central",-8,-307,-220,139,-197,204,-44,37,-110,47
"31069","Midwest","West North Central",15,2,-67,-43,-1,13,-3,-4,-4,-54
"31071","Midwest","West North Central",1,-9,6,59,-13,17,-2,26,-4,5
"31073","Midwest","West North Central",6,-46,79,-53,-12,19,0,6,-33,-8
"31075","Midwest","West North Central",0,11,-8,5,-10,16,10,-21,7,-41
"31077","Midwest","West North Central",5,-7,-72,15,0,-52,-33,-28,-14,-5
"31079","Midwest","West North Central",84,324,233,17,93,-431,-217,-515,-298,-364
"31081","Midwest","West North Central",7,-57,-63,52,-17,38,-15,-4,30,44
"31083","Midwest","West North Central",2,15,-1,89,-31,-34,15,-18,-34,3
"31085","Midwest","West North Central",-7,-10,-37,17,-43,-3,-35,-8,8,-11
"31087","Midwest","West North Central",-1,-43,20,-12,40,-9,-44,-6,3,-22
"31089","Midwest","West North Central",-1,-12,-83,-13,-50,-92,-67,-57,-31,-101
"31091","Midwest","West North Central",0,5,-16,16,-7,2,-15,-13,16,7
"31093","Midwest","West North Central",-12,13,-3,35,11,-3,17,-7,46,-25
"31095","Midwest","West North Central",-17,52,31,16,-179,-39,-13,10,-57,-44
"31097","Midwest","West North Central",11,-3,-37,14,75,31,-3,-16,-30,-28
"31099","Midwest","West North Central",-1,76,-68,-16,71,-31,5,-58,21,-61
"31101","Midwest","West North Central",8,-103,-17,-36,31,-20,-18,-36,-68,29
"31103","Midwest","West North Central",2,-5,-15,-10,8,-2,-6,-3,12,2
"31105","Midwest","West North Central",8,-13,18,-99,38,-14,-41,-76,15,63
"31107","Midwest","West North Central",-3,-72,4,-6,-52,14,25,-30,-42,-73
"31109","Midwest","West North Central",140,1696,1459,1591,3396,1577,2283,1684,1127,835
"31111","Midwest","West North Central",-49,-292,-167,-107,-352,-177,-89,-254,-204,-303
"31113","Midwest","West North Central",6,4,2,-15,-16,22,0,-32,-15,-4
"31115","Midwest","West North Central",2,-11,-13,-19,5,10,9,-9,15,44
"31117","Midwest","West North Central",1,15,-44,19,-20,-22,17,-7,-1,2
"31119","Midwest","West North Central",22,-191,-106,-32,-209,-255,-203,53,-96,-220
"31121","Midwest","West North Central",2,-95,90,-28,-50,7,14,4,-127,19
"31123","Midwest","West North Central",4,-48,-51,2,-5,17,-44,-58,-122,-36
"31125","Midwest","West North Central",-1,5,-49,-118,-7,54,-7,15,-44,4
"31127","Midwest","West North Central",3,20,-72,-1,-14,-119,-16,-30,-22,-19
"31129","Midwest","West North Central",8,-42,9,-12,-21,-23,-29,19,-42,-42
"31131","Midwest","West North Central",25,-4,-45,-2,77,56,63,-24,23,-8
"31133","Midwest","West North Central",13,24,15,-34,-5,-38,10,-78,-2,-11
"31135","Midwest","West North Central",8,-35,-16,-41,-27,57,-52,-17,16,-19
"31137","Midwest","West North Central",7,-24,48,-22,-30,50,-20,-129,-48,4
"31139","Midwest","West North Central",-18,-83,-16,-13,14,-13,-83,-51,22,-18
"31141","Midwest","West North Central",-22,43,-80,-286,-31,-99,-70,40,-134,4
"31143","Midwest","West North Central",-5,-45,-42,-5,33,-80,16,123,-77,-26
"31145","Midwest","West North Central",-8,-22,-13,4,-156,-11,-100,-45,-41,8
"31147","Midwest","West North Central",-5,-7,-25,-107,-29,-43,13,6,-15,-45
"31149","Midwest","West North Central",-2,-39,-40,17,14,-11,-4,21,-65,8
"31151","Midwest","West North Central",2,34,55,-155,-50,-152,-5,96,-78,-173
"31153","Midwest","West North Central",378,1042,1299,1691,1202,1669,1549,1585,1165,1714
"31155","Midwest","West North Central",52,-104,-107,38,-21,48,12,-1,225,261
"31157","Midwest","West North Central",47,-191,-97,-120,-514,-275,129,-355,-306,-374
"31159","Midwest","West North Central",37,-125,139,82,-22,-30,116,74,68,-21
"31161","Midwest","West North Central",-12,-71,-27,-88,45,-4,28,52,-73,62
"31163","Midwest","West North Central",7,-46,-17,-4,-32,24,-5,64,-49,-42
"31165","Midwest","West North Central",-1,7,0,2,-8,-43,-19,-60,-23,-28
"31167","Midwest","West North Central",-11,-1,-117,-8,-26,-181,12,-33,-38,-81
"31169","Midwest","West North Central",2,-40,-3,65,46,-60,-21,-23,33,-10
"31171","Midwest","West North Central",-4,47,7,-3,-7,-8,25,-2,-13,3
"31173","Midwest","West North Central",11,-124,-62,-110,6,21,-16,2,-12,-119
"31175","Midwest","West North Central",6,-36,-1,-27,41,-56,37,41,-35,-39
"31177","Midwest","West North Central",-380,-37,-27,-108,13,-50,261,86,282,83
"31179","Midwest","West North Central",10,-200,30,-110,-80,-73,-27,-209,76,41
"31181","Midwest","West North Central",4,-34,-5,-56,22,-20,0,-32,37,-40
"31183","Midwest","West North Central",3,-9,-22,-19,6,-13,20,8,-17,-20
"31185","Midwest","West North Central",-27,101,29,9,29,-138,-52,20,-32,-103
"32001","West","Mountain",-97,-254,-418,-371,-194,81,-69,94,418,336
"32003","West","Mountain",-1918,-3888,14838,16088,23582,31547,30459,31946,34952,31283
"32005","West","Mountain",28,-32,41,123,551,193,539,474,712,675
"32007","West","Mountain",1,-50,1105,954,-291,-1352,-107,-146,-296,-165
"32009","West","Mountain",-4,-2,30,67,-12,7,-6,21,-18,46
"32011","West","Mountain",10,-23,8,60,-66,27,-93,13,45,29
"32013","West","Mountain",15,-84,282,128,-278,-321,-344,-188,-33,-56
"32015","West","Mountain",3,-4,28,95,-143,-141,-232,-149,-81,-55
"32017","West","Mountain",16,-77,121,-80,-58,-49,30,42,44,-49
"32019","West","Mountain",55,-739,-462,80,268,622,781,1215,1910,1645
"32021","West","Mountain",8,-131,50,-76,-72,-27,-11,104,105,5
"32023","West","Mountain",-53,344,-95,-417,279,435,653,1069,1606,1684
"32027","West","Mountain",-11,-125,127,76,-168,-89,-51,-104,199,29
"32029","West","Mountain",-16,-79,-57,-22,17,76,116,12,21,151
"32031","West","Mountain",64,65,1556,1866,3483,4351,5606,5726,6436,5894
"32033","West","Mountain",17,76,-143,25,-25,-160,-119,-143,-127,33
"32510","West","Mountain",-262,-256,-251,-474,434,54,364,515,765,752
"33001","Northeast","New England",7,254,211,-79,172,247,545,379,525,460
"33003","Northeast","New England",35,-11,103,-22,103,139,288,854,894,412
"33005","Northeast","New England",-99,-166,-18,-187,-243,-94,-242,67,82,269
"33007","Northeast","New England",-67,-284,-372,118,981,-259,-200,-316,314,272
"33009","Northeast","New England",9,145,337,360,104,-485,645,-2,28,340
"33011","Northeast","New England",-133,120,272,-384,965,923,1421,1118,718,1652
"33013","Northeast","New England",-69,302,240,257,697,604,420,888,935,830
"33015","Northeast","New England",28,527,1533,881,1595,1291,1459,2087,1479,1354
"33017","Northeast","New England",-62,562,330,-55,1279,374,1153,1495,-36,743
"33019","Northeast","New England",-3,-238,-291,-83,126,12,0,46,137,84
"34001","Northeast","Middle Atlantic",-119,-871,-910,-895,-2433,-2837,-3174,-1708,-1534,-236
"34003","Northeast","Middle Atlantic",581,3367,2294,1945,1219,717,-781,2174,-1567,-2530
"34005","Northeast","Middle Atlantic",167,9,-602,-2271,-1423,-1761,-1286,-463,-1119,319
"34007","Northeast","Middle Atlantic",-796,-2767,-3108,-3360,-3386,-2222,-2192,-1948,-978,-1054
"34009","Northeast","Middle Atlantic",84,-328,42,-223,-214,-361,-95,11,-119,166
"34011","Northeast","Middle Atlantic",-113,-461,-850,-1433,-563,-1780,-1949,-1987,-1154,-1435
"34013","Northeast","Middle Atlantic",-1056,-3038,-5312,-3147,-2543,-2762,-2419,-600,-1707,-3331
"34015","Northeast","Middle Atlantic",70,-202,-623,-280,378,-177,-489,88,422,-25
"34017","Northeast","Middle Atlantic",-186,3519,134,-1811,-3463,-2352,-2690,-2232,-6849,-5164
"34019","Northeast","Middle Atlantic",-48,-141,-868,-181,-579,-379,-739,-43,77,-397
"34021","Northeast","Middle Atlantic",-106,-1781,-153,-527,-1900,-1967,-1740,-733,-1109,-1815
"34023","Northeast","Middle Atlantic",-416,88,-333,-1561,-1371,-2443,-3863,-1391,-4085,-3776
"34025","Northeast","Middle Atlantic",-136,-2197,-2615,-1250,-2219,-1703,-1744,-1241,-1465,-1428
"34027","Northeast","Middle Atlantic",-23,981,-106,-389,-2076,-1596,-1504,-673,-1584,-1944
"34029","Northeast","Middle Atlantic",736,490,221,1231,1290,1447,2474,3396,4681,4266
"34031","Northeast","Middle Atlantic",-579,-2268,-3367,-2993,-2725,-3177,-3848,-2808,-4157,-4208
"34033","Northeast","Middle Atlantic",-88,-132,-491,-626,-425,-551,-433,-223,-116,-291
"34035","Northeast","Middle Atlantic",281,653,-13,528,-744,-793,-683,-86,-910,-1681
"34037","Northeast","Middle Atlantic",-181,-916,-1424,-1491,-1081,-1621,-1095,-665,-341,-250
"34039","Northeast","Middle Atlantic",233,-490,238,396,-1104,-903,-126,-901,-1049,-2629
"34041","Northeast","Middle Atlantic",-51,-474,-657,-610,-54,-94,-552,-172,-148,-219
"35001","West","Mountain",518,2984,-20,-394,-3158,-2134,-634,-1049,-1483,-51
"35003","West","Mountain",21,-5,-73,-19,-30,-54,61,61,25,-9
"35005","West","Mountain",30,-294,-211,-49,-492,-264,-442,-726,-723,-122
"35006","West","Mountain",30,10,-226,-150,-415,-199,-42,-212,-180,-134
"35007","West","Mountain",-22,-110,-351,-153,-346,-272,-133,-61,-82,-115
"35009","West","Mountain",408,265,409,-563,-260,-1293,-465,-928,-897,-829
"35011","West","Mountain",1,-35,-32,0,-45,20,-20,-15,-18,-27
"35013","West","Mountain",502,1089,-300,-1814,-1780,-1360,-676,316,115,-96
"35015","West","Mountain",-2,-26,166,921,723,647,-360,-791,368,475
"35017","West","Mountain",-112,-36,-42,-115,-243,-480,-252,-317,-303,-231
"35019","West","Mountain",11,-79,-36,-62,-84,-83,5,46,-64,-32
"35021","West","Mountain",-3,31,-10,-12,2,29,-28,1,-31,-18
"35023","West","Mountain",-46,-38,-76,-173,-73,-120,-118,-33,-68,-23
"35025","West","Mountain",-191,-12,619,1580,924,661,-1844,-1712,-51,945
"35027","West","Mountain",-13,-63,-216,-199,-375,-221,58,153,92,89
"35028","West","Mountain",49,159,-45,-323,-219,-9,347,478,209,318
"35029","West","Mountain",-3,-64,-294,-439,-250,-168,-98,-340,-282,-231
"35031","West","Mountain",40,-142,-683,-372,-502,182,-859,-806,-694,-721
"35033","West","Mountain",4,-110,-93,19,-77,2,-66,-12,-41,42
"35035","West","Mountain",429,901,160,-157,-1292,-891,578,137,207,513
"35037","West","Mountain",37,-14,-248,-97,-184,11,-24,-55,-39,18
"35039","West","Mountain",-11,-280,-223,-361,-458,-497,-201,-77,-177,-58
"35041","West","Mountain",135,285,-249,-414,-579,-664,-121,-343,-273,-369
"35043","West","Mountain",561,1240,492,495,271,1068,1557,1896,2251,1392
"35045","West","Mountain",-89,-1543,-933,-1343,-1369,-1689,-1063,-1524,-1760,-1849
"35047","West","Mountain",-40,-80,-334,-355,-369,-311,-175,-249,-177,-181
"35049","West","Mountain",172,874,570,549,118,137,603,662,288,605
"35051","West","Mountain",54,116,-10,-191,-122,77,51,118,15,-19
"35053","West","Mountain",-53,-110,-338,-41,-287,-124,-211,-138,-183,-95
"35055","West","Mountain",-34,-86,-175,180,-32,-178,153,-76,-29,72
"35057","West","Mountain",-5,11,-314,-336,-131,-73,-103,51,-44,-53
"35059","West","Mountain",-12,-128,12,-58,-97,-68,-2,29,-77,-49
"35061","West","Mountain",90,-226,-493,-588,-768,-377,-204,93,299,253
"36001","Northeast","Middle Atlantic",-354,111,882,375,25,-206,-275,-289,-1334,-1326
"36003","Northeast","Middle Atlantic",6,-240,-606,-322,-298,-312,-317,-399,-319,-226
"36005","Northeast","Middle Atlantic",-669,-3244,1266,-1805,-3219,-3079,-7297,-15050,-18161,-22506
"36007","Northeast","Middle Atlantic",-261,-1012,-764,-655,-715,-1206,-1436,-1204,-1049,-1250
"36009","Northeast","Middle Atlantic",-115,-505,-606,-456,-475,-812,-303,-488,-400,-560
"36011","Northeast","Middle Atlantic",-128,-280,-235,-442,-340,-452,-563,-242,-352,-576
"36013","Northeast","Middle Atlantic",-89,-398,-923,-443,-1206,-1174,-1307,-653,-727,-450
"36015","Northeast","Middle Atlantic",3,-45,127,-1060,-1090,-494,-1089,-755,-702,-394
"36017","Northeast","Middle Atlantic",-47,-222,-258,-399,-163,-481,-398,-441,-246,-171
"36019","Northeast","Middle Atlantic",-94,-462,-95,-198,-154,-829,-276,-5,88,-204
"36021","Northeast","Middle Atlantic",-38,-383,42,-169,-55,-305,-436,-342,-357,-135
"36023","Northeast","Middle Atlantic",-48,56,-366,-76,-251,-489,-393,-165,-114,-191
"36025","Northeast","Middle Atlantic",-94,-219,-249,-239,-84,-548,-311,-197,-321,-163
"36027","Northeast","Middle Atlantic",94,-61,-1433,-1103,-1403,-1475,-1176,505,435,479
"36029","Northeast","Middle Atlantic",-199,689,-257,914,631,-1457,-2217,438,540,-986
"36031","Northeast","Middle Atlantic",-40,-41,-329,-157,-192,-242,-164,-66,-105,-296
"36033","Northeast","Middle Atlantic",4,-197,228,-709,-193,-579,534,-632,-125,-177
"36035","Northeast","Middle Atlantic",-23,-300,-190,-379,-373,-99,-92,272,-98,-203
"36037","Northeast","Middle Atlantic",9,-67,-215,-501,-368,-295,-417,-140,-230,-118
"36039","Northeast","Middle Atlantic",-28,-193,-198,-244,-286,-151,14,70,127,-34
"36041","Northeast","Middle Atlantic",5,-13,8,-13,-16,24,-119,-46,5,18
"36043","Northeast","Middle Atlantic",14,-94,-157,-305,-476,-662,-142,-199,-348,-295
"36045","Northeast","Middle Atlantic",125,-83,1160,-3207,-1791,-2863,-4545,-925,-2265,-3026
"36047","Northeast","Middle Atlantic",-1517,4929,1641,-7099,-11935,-19003,-25975,-37913,-37654,-37742
"36049","Northeast","Middle Atlantic",-27,-100,62,-200,-110,-335,-267,-146,-175,-242
"36051","Northeast","Middle Atlantic",4,-404,-81,-149,-37,-214,-305,-509,-168,-226
"36053","Northeast","Middle Atlantic",7,-611,-598,-47,-274,-609,-257,-471,69,-214
"36055","Northeast","Middle Atlantic",-459,11,-1152,-1075,-2791,-3477,-3416,-2191,-1026,-2158
"36057","Northeast","Middle Atlantic",10,-367,-70,-49,-90,-123,-421,-63,183,-253
"36059","Northeast","Middle Atlantic",862,1170,88,296,-1074,-3115,-2369,-1886,-2741,-3291
"36061","Northeast","Middle Atlantic",-165,9831,5795,-5547,-5104,-2622,-8123,-12229,-7393,-5003
"36063","Northeast","Middle Atlantic",76,-538,-864,-459,-533,-791,-609,-293,-519,-458
"36065","Northeast","Middle Atlantic",-128,-642,-683,-448,-988,-1239,-844,-269,-640,-795
"36067","Northeast","Middle Atlantic",-4,-1061,-1913,-50,-1876,-1923,-3068,-3090,-950,-1865
"36069","Northeast","Middle Atlantic",120,429,13,435,277,-11,9,425,303,148
"36071","Northeast","Middle Atlantic",-121,-1679,-2918,-1435,-1666,-1264,-202,-299,116,675
"36073","Northeast","Middle Atlantic",-35,-223,-238,-146,-365,-388,-275,-396,-120,-274
"36075","Northeast","Middle Atlantic",-88,-423,-879,-498,-820,-1033,-1097,-660,-1008,-509
"36077","Northeast","Middle Atlantic",-29,-203,-130,-80,-613,-364,-337,-66,78,-149
"36079","Northeast","Middle Atlantic",-48,-71,-419,-172,-283,-395,-519,44,-156,-512
"36081","Northeast","Middle Atlantic",-231,3836,385,-1388,-4680,-8806,-15407,-26118,-34032,-31906
"36083","Northeast","Middle Atlantic",-97,18,-365,2,-129,-332,-336,-248,53,-506
"36085","Northeast","Middle Atlantic",337,-967,-2678,-487,-1620,-1103,-50,-139,-799,-1291
"36087","Northeast","Middle Atlantic",146,371,-946,-373,-1028,-1368,-2699,-1794,-2266,-2673
"36089","Northeast","Middle Atlantic",-160,212,-85,-694,-757,-1327,-1100,-845,-333,-495
"36091","Northeast","Middle Atlantic",265,519,843,1086,-127,1103,660,1871,851,-358
"36093","Northeast","Middle Atlantic",40,-303,-168,-339,-170,-411,-572,161,67,-82
"36095","Northeast","Middle Atlantic",-30,-100,-615,-114,-110,-302,-56,-6,-60,-70
"36097","Northeast","Middle Atlantic",-3,125,88,-90,-182,-137,-39,1,21,-34
"36099","Northeast","Middle Atlantic",-27,61,-35,-165,-454,-89,-98,-411,-46,-167
"36101","Northeast","Middle Atlantic",-70,0,-359,-244,-732,-714,-681,-598,-468,-440
"36103","Northeast","Middle Atlantic",-353,-318,-6644,-3245,-5812,-7615,-9565,-5970,-5200,-6239
"36105","Northeast","Middle Atlantic",-82,-540,-225,-164,-1396,-924,8,-45,351,38
"36107","Northeast","Middle Atlantic",-44,-189,-643,-287,-371,-552,-538,-189,-133,-170
"36109","Northeast","Middle Atlantic",20,-79,629,600,-362,-554,-202,-365,-318,-350
"36111","Northeast","Middle Atlantic",-97,-122,-945,-825,-216,-569,-420,-92,64,-529
"36113","Northeast","Middle Atlantic",13,93,-264,-299,-71,-214,140,97,-32,-123
"36115","Northeast","Middle Atlantic",88,-280,-135,-240,-299,-183,-437,-152,-159,70
"36117","Northeast","Middle Atlantic",-18,-635,-425,-837,-666,-609,-602,-439,-293,-349
"36119","Northeast","Middle Atlantic",106,1801,-371,1819,-1126,-2006,-2229,-3645,-4415,-3330
"36121","Northeast","Middle Atlantic",-46,-312,-172,-327,-261,-211,-514,-136,-217,-146
"36123","Northeast","Middle Atlantic",-25,7,-174,-188,-126,-25,-130,-141,-80,-88
"37001","South","South Atlantic",191,960,391,707,1047,1511,3103,2763,2884,2655
"37003","South","South Atlantic",32,-228,-101,85,-29,28,224,34,227,203
"37005","South","South Atlantic",10,-77,-35,-12,1,3,110,123,176,34
"37007","South","South Atlantic",-38,-317,-185,-329,42,-290,-334,-282,-339,-4
"37009","South","South Atlantic",30,-165,18,-3,43,6,113,303,442,238
"37011","South","South Atlantic",11,-12,-102,87,37,-97,30,126,81,116
"37013","South","South Atlantic",13,-118,-191,-3,69,228,116,-139,204,131
"37015","South","South Atlantic",-47,-320,-341,-88,67,-46,-681,-90,-81,-58
"37017","South","South Atlantic",43,-272,-41,-178,-252,-173,-365,-140,-162,-295
"37019","South","South Atlantic",580,2083,1949,2948,3501,4059,4420,4975,6640,6593
"37021","South","South Atlantic",381,2226,2165,2876,2097,2786,3005,2332,2402,2210
"37023","South","South Atlantic",-197,150,-463,-441,103,204,276,774,404,237
"37025","South","South Atlantic",268,1667,2265,2116,3402,3900,4289,4275,3699,3941
"37027","South","South Atlantic",6,-484,-341,178,-299,38,387,334,285,351
"37029","South","South Atlantic",16,-3,-25,113,123,5,114,137,110,159
"37031","South","South Atlantic",266,827,470,765,362,280,319,372,928,400
"37033","South","South Atlantic",14,-239,-350,131,-253,63,15,-45,89,8
"37035","South","South Atlantic",-110,-523,-20,147,-10,395,853,1359,930,912
"37037","South","South Atlantic",299,194,445,752,1404,1578,1358,1669,1972,1440
"37039","South","South Atlantic",31,-138,7,240,112,194,820,275,539,372
"37041","South","South Atlantic",-33,127,-113,-10,-120,-235,7,-101,63,-66
"37043","South","South Atlantic",13,116,28,11,40,120,179,298,197,181
"37045","South","South Atlantic",-58,-524,-76,-394,249,46,292,339,494,548
"37047","South","South Atlantic",-120,-265,-231,-344,-76,-129,-280,-153,-114,-106
"37049","South","South Atlantic",420,-70,-173,-1587,-745,-1626,-533,-412,-436,-494
"37051","South","South Atlantic",6061,-395,-4076,-109,-4254,-4245,-906,-5066,-440,-648
"37053","South","South Atlantic",84,216,118,218,517,251,497,618,699,720
"37055","South","South Atlantic",57,114,148,344,41,506,371,416,449,430
"37057","South","South Atlantic",-51,-54,3,347,58,213,786,916,1295,1304
"37059","South","South Atlantic",66,111,-46,198,-153,493,376,484,291,306
"37061","South","South Atlantic",167,255,-47,-364,-116,-711,244,-516,-65,-321
"37063","South","South Atlantic",566,2785,3391,3621,3819,3258,4641,2117,2762,2552
"37065","South","South Atlantic",-10,-651,-491,-263,-632,-1075,-413,-471,-665,-468
"37067","South","South Atlantic",253,1508,1561,1600,2434,1837,2778,3489,2370,2067
"37069","South","South Atlantic",187,-110,332,565,473,850,855,1358,1435,1970
"37071","South","South Atlantic",-43,241,606,1146,1102,2005,3453,2868,2783,1738
"37073","South","South Atlantic",4,-105,-168,-173,-100,-64,49,-35,94,46
"37075","South","South Atlantic",21,-51,-87,35,-72,-14,-37,6,-25,8
"37077","South","South Atlantic",49,-290,-9,150,215,138,469,666,584,462
"37079","South","South Atlantic",-135,162,-389,-208,3,-59,111,-94,129,-19
"37081","South","South Atlantic",541,3146,3351,3747,3765,3000,5302,2337,2769,3079
"37083","South","South Atlantic",-137,-311,-348,-434,-235,-584,-298,-417,-528,-459
"37085","South","South Atlantic",822,2455,2043,1924,645,427,1788,822,1195,865
"37087","South","South Atlantic",-26,-81,48,484,341,685,907,823,1090,607
"37089","South","South Atlantic",167,677,569,1396,1615,1853,2041,2043,1586,1276
"37091","South","South Atlantic",91,-11,-106,-5,44,-160,-141,-252,8,-138
"37093","South","South Atlantic",424,1285,348,47,-172,509,-379,544,55,54
"37095","South","South Atlantic",-3,-6,-110,-28,-52,-156,38,-171,-201,-73
"37097","South","South Atlantic",179,845,1383,1598,1651,2555,2597,2834,2456,3281
"37099","South","South Atlantic",52,-230,358,343,-111,346,1305,610,381,348
"37101","South","South Atlantic",498,1742,891,1949,2384,3502,4873,4716,5520,5873
"37103","South","South Atlantic",8,-47,33,-39,-123,-57,-163,8,47,-168
"37105","South","South Atlantic",-106,364,421,290,-635,-196,87,580,586,360
"37107","South","South Atlantic",-59,-73,-297,-307,-442,-217,-643,-502,-505,122
"37109","South","South Atlantic",93,85,335,345,288,1131,663,1334,1540,2071
"37111","South","South Atlantic",35,-17,15,108,37,30,-63,340,443,368
