"fips","region","division","internationalmig2010","internationalmig2011","internationalmig2012","internationalmig2013","internationalmig2014","internationalmig2015","internationalmig2016","internationalmig2017","internationalmig2018","internationalmig2019"
"45075","South","South Atlantic",3,1,17,24,61,53,38,43,53,24
"45077","South","South Atlantic",32,135,197,158,273,236,180,206,239,240
"45079","South","South Atlantic",254,624,1349,974,932,1227,869,923,967,990
"45081","South","South Atlantic",5,-1,-3,65,75,63,23,29,27,28
"45083","South","South Atlantic",34,83,76,120,157,252,195,248,272,242
"45085","South","South Atlantic",59,73,232,140,152,158,84,85,60,89
"45087","South","South Atlantic",-1,-3,-5,-3,0,0,-1,-1,-1,-1
"45089","South","South Atlantic",2,16,14,5,36,38,26,34,37,28
"45091","South","South Atlantic",16,36,62,114,164,175,118,168,188,188
"46003","Midwest","West North Central",0,0,3,0,2,11,18,26,2,2
"46005","Midwest","West North Central",8,131,150,23,126,211,322,456,107,52
"46007","Midwest","West North Central",0,0,0,0,0,0,3,3,0,0
"46009","Midwest","West North Central",0,3,4,0,0,3,-2,-2,-2,-2
"46011","Midwest","West North Central",9,85,160,-3,109,157,369,381,71,69
"46013","Midwest","West North Central",10,87,174,17,59,67,187,192,75,19
"46015","Midwest","West North Central",0,0,0,0,0,0,1,2,-1,-1
"46017","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"46019","Midwest","West North Central",0,-3,-1,-3,-5,-1,0,0,0,0
"46021","Midwest","West North Central",0,0,3,0,1,1,2,2,0,0
"46023","Midwest","West North Central",0,0,2,-1,0,0,-1,-1,-1,-1
"46025","Midwest","West North Central",0,16,18,1,7,2,9,9,7,1
"46027","Midwest","West North Central",-3,6,46,-7,21,17,60,62,-1,-1
"46029","Midwest","West North Central",3,19,33,0,4,11,35,36,4,4
"46031","Midwest","West North Central",0,0,3,0,1,2,3,3,1,1
"46033","Midwest","West North Central",0,-1,-1,0,0,-1,4,100,0,0
"46035","Midwest","West North Central",-3,162,74,-9,-7,-6,2,1,-4,-4
"46037","Midwest","West North Central",1,-1,3,1,3,2,3,3,1,1
"46039","Midwest","West North Central",0,19,10,-1,2,1,3,36,2,2
"46041","Midwest","West North Central",0,1,0,0,0,0,0,0,-1,-1
"46043","Midwest","West North Central",1,1,0,1,2,7,14,15,3,3
"46045","Midwest","West North Central",0,0,0,1,4,7,12,13,2,2
"46047","Midwest","West North Central",0,0,0,-3,0,4,13,14,0,0
"46049","Midwest","West North Central",0,-1,-1,-2,0,0,1,1,0,0
"46051","Midwest","West North Central",-2,112,75,3,1,-2,-4,4,-5,-5
"46053","Midwest","West North Central",0,-1,0,0,0,0,0,0,0,0
"46055","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"46057","Midwest","West North Central",0,40,23,1,-1,0,2,6,0,0
"46059","Midwest","West North Central",0,5,2,0,0,0,0,0,0,0
"46061","Midwest","West North Central",0,0,0,-1,-1,0,0,0,0,0
"46063","Midwest","West North Central",1,5,6,0,0,2,1,2,0,0
"46065","Midwest","West North Central",-2,-2,-13,-8,-9,-1,3,3,-2,-2
"46067","Midwest","West North Central",0,1,6,-1,4,5,4,20,1,1
"46069","Midwest","West North Central",0,0,1,0,0,0,0,0,0,0
"46071","Midwest","West North Central",0,2,7,1,4,0,0,0,0,0
"46073","Midwest","West North Central",0,0,3,2,3,5,9,9,2,2
"46075","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"46077","Midwest","West North Central",1,0,3,1,3,0,3,3,1,1
"46079","Midwest","West North Central",6,19,43,-6,-3,-3,4,7,-3,-3
"46081","Midwest","West North Central",-2,-9,12,-14,6,26,118,128,17,17
"46083","Midwest","West North Central",2,-2,9,-11,5,3,29,28,-17,-17
"46085","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"46087","Midwest","West North Central",3,8,14,1,-1,8,21,22,4,4
"46089","Midwest","West North Central",0,0,0,-2,-1,-2,-1,-1,-1,-1
"46091","Midwest","West North Central",0,40,33,1,0,28,16,101,2,2
"46093","Midwest","West North Central",18,3,128,39,47,56,41,20,-32,-9
"46095","Midwest","West North Central",0,0,2,0,1,0,0,0,0,0
"46097","Midwest","West North Central",0,0,0,0,1,0,-1,-1,-1,-1
"46099","Midwest","West North Central",98,406,819,88,583,779,1425,1513,296,272
"46101","Midwest","West North Central",0,25,40,12,23,13,16,16,-4,-3
"46102","Midwest","West North Central",0,-2,-1,-1,-4,-3,-4,-4,-5,-5
"46103","Midwest","West North Central",21,0,160,-14,37,76,254,249,-33,-13
"46105","Midwest","West North Central",0,0,1,0,0,0,0,0,0,0
"46107","Midwest","West North Central",0,0,0,1,0,1,2,2,1,1
"46109","Midwest","West North Central",0,8,12,0,-1,10,8,18,2,2
"46111","Midwest","West North Central",0,0,1,0,3,3,2,2,0,0
"46115","Midwest","West North Central",-1,71,38,-1,-1,0,-2,6,-2,-2
"46117","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"46119","Midwest","West North Central",0,3,4,2,1,0,0,0,0,0
"46121","Midwest","West North Central",0,-4,0,0,8,33,61,61,8,10
"46123","Midwest","West North Central",-1,-1,-2,-3,-2,-2,1,1,-1,-1
"46125","Midwest","West North Central",0,0,2,0,5,3,7,20,1,1
"46127","Midwest","West North Central",0,-6,-10,-9,-1,44,95,97,12,14
"46129","Midwest","West North Central",0,4,8,1,21,26,34,32,6,6
"46135","Midwest","West North Central",1,-14,-1,-8,5,12,29,31,1,1
"46137","Midwest","West North Central",0,2,0,0,1,0,1,1,0,0
"47001","South","East South Central",10,40,27,57,50,54,38,45,51,51
"47003","South","East South Central",9,99,60,41,27,86,67,94,86,88
"47005","South","East South Central",0,0,0,4,-2,4,2,6,1,1
"47007","South","East South Central",0,-1,-2,-2,-1,20,20,29,23,22
"47009","South","East South Central",6,73,44,28,28,79,57,87,71,71
"47011","South","East South Central",8,96,78,115,66,133,121,138,178,168
"47013","South","East South Central",0,-17,-12,-9,-14,8,14,16,23,23
"47015","South","East South Central",1,11,7,18,6,6,4,5,7,7
"47017","South","East South Central",1,1,3,4,4,4,-2,2,0,0
"47019","South","East South Central",1,15,15,8,0,1,0,1,6,6
"47021","South","East South Central",3,2,-1,2,1,0,-1,-2,-1,-1
"47023","South","East South Central",0,7,-3,3,14,12,6,8,7,7
"47025","South","East South Central",0,10,7,6,5,10,13,15,22,22
"47027","South","East South Central",0,1,1,6,7,4,2,6,2,2
"47029","South","East South Central",7,1,-3,-2,-2,-9,-10,-9,-10,-10
"47031","South","East South Central",2,9,5,-17,-28,-18,-17,-14,-15,-20
"47033","South","East South Central",0,6,4,8,12,4,4,12,6,6
"47035","South","East South Central",0,21,23,35,24,27,16,38,19,20
"47037","South","East South Central",332,2907,2348,3412,2792,3382,2608,2996,3511,3453
"47039","South","East South Central",0,14,10,19,6,6,7,11,7,7
"47041","South","East South Central",1,37,23,72,52,77,58,94,54,54
"47043","South","East South Central",0,-1,3,-4,-4,-5,-11,-4,-11,-10
"47045","South","East South Central",2,15,13,17,8,-1,-1,1,-1,-1
"47047","South","East South Central",1,2,5,16,22,26,17,24,22,23
"47049","South","East South Central",0,-5,-4,-4,-1,-1,-2,-1,-1,-1
"47051","South","East South Central",-1,-6,15,59,34,44,27,38,39,40
"47053","South","East South Central",-2,2,8,4,5,6,4,6,4,5
"47055","South","East South Central",2,24,18,31,32,41,32,54,38,39
"47057","South","East South Central",0,-3,2,5,-6,2,-2,5,-2,-2
"47059","South","East South Central",2,40,11,12,-7,14,7,16,9,9
"47061","South","East South Central",0,0,0,0,1,1,-1,0,0,0
"47063","South","East South Central",4,97,69,136,80,78,48,58,83,59
"47065","South","East South Central",37,597,355,470,343,363,304,395,440,411
"47067","South","East South Central",0,0,-1,1,1,1,1,2,1,1
"47069","South","East South Central",0,-1,-1,-1,-2,-1,0,0,-1,0
"47071","South","East South Central",1,-1,0,-5,18,23,14,32,13,13
"47073","South","East South Central",1,-20,-15,-3,-5,13,13,15,14,15
"47075","South","East South Central",0,1,-4,9,7,7,0,1,-1,-1
"47077","South","East South Central",-1,-2,-6,-4,-4,-2,-3,-3,-3,-3
"47079","South","East South Central",2,13,4,16,3,0,-6,-1,-5,-5
"47081","South","East South Central",3,1,-3,1,5,-5,-6,-6,-7,-7
"47083","South","East South Central",0,2,2,1,0,-2,-1,-1,-1,-1
"47085","South","East South Central",0,5,3,2,2,0,-4,-4,-4,-4
"47087","South","East South Central",0,-3,-1,-1,0,1,1,1,1,1
"47089","South","East South Central",3,7,18,18,18,25,3,6,15,15
"47091","South","East South Central",0,-2,-1,-1,-6,-6,-5,-6,-6,-6
"47093","South","East South Central",56,572,471,614,403,768,600,687,865,818
"47095","South","East South Central",0,1,0,1,0,1,1,0,0,0
"47097","South","East South Central",2,25,21,30,2,-1,0,0,-1,-1
"47099","South","East South Central",0,14,13,14,8,-6,-4,-5,-5,-5
"47101","South","East South Central",-1,-4,-4,-1,-2,-2,-1,-1,-1,-1
"47103","South","East South Central",2,23,4,16,4,9,12,32,14,14
"47105","South","East South Central",3,60,-5,-8,17,44,35,73,30,30
"47107","South","East South Central",6,65,54,76,48,50,51,59,72,73
"47109","South","East South Central",0,9,-5,-1,-3,0,-1,1,2,2
"47111","South","East South Central",9,74,50,54,2,1,1,2,4,4
"47113","South","East South Central",-3,69,37,76,54,60,55,60,83,74
"47115","South","East South Central",-2,5,0,12,2,-1,1,1,1,1
"47117","South","East South Central",3,9,11,17,3,43,37,59,50,15
"47119","South","East South Central",15,100,63,72,32,44,10,39,24,19
"47121","South","East South Central",0,-5,-3,-4,-1,-1,-2,-2,-2,-2
"47123","South","East South Central",3,43,19,57,21,6,1,11,20,-30
"47125","South","East South Central",125,269,1489,758,534,710,278,70,-103,15
"47127","South","East South Central",0,1,0,-1,0,8,13,13,16,16
"47129","South","East South Central",0,-2,-3,-3,1,2,2,3,2,1
"47131","South","East South Central",-2,-9,-8,-2,1,7,3,10,4,5
"47133","South","East South Central",1,-1,0,1,1,2,1,1,2,2
"47135","South","East South Central",0,-2,-1,2,0,5,5,6,7,7
"47137","South","East South Central",1,-3,-1,-3,-3,-1,-1,-1,-1,-1
"47139","South","East South Central",-1,-7,-4,-5,-3,1,0,2,2,2
"47141","South","East South Central",13,184,193,341,266,246,148,175,205,207
"47143","South","East South Central",2,19,5,29,33,34,25,40,39,9
"47145","South","East South Central",-1,7,13,7,-8,-13,-17,-14,-14,-13
"47147","South","East South Central",1,54,4,63,56,60,45,79,55,46
"47149","South","East South Central",35,473,393,568,509,602,418,500,570,551
"47151","South","East South Central",0,-4,-2,-5,-1,1,0,0,0,0
"47153","South","East South Central",-2,-4,-4,-2,-2,-1,-1,-1,-1,-1
"47155","South","East South Central",27,158,155,186,127,148,118,139,168,169
"47157","South","East South Central",176,1500,1126,1422,1091,1529,1196,1432,1579,1581
"47159","South","East South Central",0,-1,-1,-1,0,2,1,-2,-3,-3
"47161","South","East South Central",4,0,26,5,1,-3,-2,0,2,-7
"47163","South","East South Central",1,3,-25,-14,-40,-15,-25,-14,-18,-18
"47165","South","East South Central",9,102,53,69,52,123,83,113,139,141
"47167","South","East South Central",2,40,32,43,27,11,0,16,4,1
"47169","South","East South Central",1,-4,-2,3,4,0,-2,-1,-1,0
"47171","South","East South Central",3,17,6,7,-8,7,8,14,12,12
"47173","South","East South Central",-1,-6,-2,-1,5,7,1,2,3,4
"47175","South","East South Central",0,0,0,0,0,0,0,0,0,0
"47177","South","East South Central",-2,28,9,57,44,41,30,58,37,37
"47179","South","East South Central",1,53,65,119,113,196,126,140,181,182
"47181","South","East South Central",0,0,-2,2,0,1,2,1,1,1
"47183","South","East South Central",1,6,7,19,27,45,33,41,38,34
"47185","South","East South Central",0,5,2,4,3,6,4,6,5,5
"47187","South","East South Central",50,369,337,425,329,507,402,456,562,574
"47189","South","East South Central",10,138,75,81,69,129,110,126,174,156
"48001","South","West South Central",2,-10,5,31,47,58,52,44,32,32
"48003","South","West South Central",9,0,5,23,32,38,40,17,12,14
"48005","South","West South Central",3,11,-12,24,49,65,58,32,5,6
"48007","South","West South Central",3,17,9,4,0,-10,-9,-10,-11,-11
"48009","South","West South Central",0,4,3,1,2,0,0,0,0,0
"48011","South","West South Central",0,5,5,0,0,0,0,0,0,0
"48013","South","West South Central",1,-12,-10,-3,6,14,14,13,8,8
"48015","South","West South Central",13,52,41,11,22,26,29,12,2,2
"48017","South","West South Central",4,39,44,22,32,39,47,28,19,23
"48019","South","West South Central",0,5,7,3,6,6,8,2,3,3
"48021","South","West South Central",-2,18,23,-30,15,0,-4,-24,-39,-48
"48023","South","West South Central",0,0,-1,0,0,0,0,0,0,0
"48025","South","West South Central",1,13,16,5,3,4,0,-1,-4,-5
"48027","South","West South Central",425,416,2330,1434,1494,1846,1174,858,636,115
"48029","South","West South Central",856,3841,5987,4730,5861,6135,5400,4445,3106,2339
"48031","South","West South Central",8,22,16,12,19,16,10,7,4,4
"48033","South","West South Central",0,0,0,0,0,0,0,0,0,0
"48035","South","West South Central",-2,-4,1,4,6,5,8,3,3,3
"48037","South","West South Central",3,34,48,43,94,56,57,38,17,17
"48039","South","West South Central",82,306,434,424,648,495,476,415,316,171
"48041","South","West South Central",298,1114,1307,1290,1712,1624,1451,1411,1011,1023
"48043","South","West South Central",2,2,-1,-1,1,9,9,9,4,2
"48045","South","West South Central",0,1,1,2,2,1,1,1,1,1
"48047","South","West South Central",5,25,38,55,36,46,48,51,41,41
"48049","South","West South Central",3,20,20,32,39,27,24,21,12,13
"48051","South","West South Central",7,33,30,17,34,40,40,35,27,28
"48053","South","West South Central",13,34,28,1,-1,-12,-15,-17,-18,-22
"48055","South","West South Central",3,6,3,-4,26,37,40,34,21,21
"48057","South","West South Central",7,20,36,29,41,41,37,31,31,8
"48059","South","West South Central",0,4,5,5,8,8,8,6,5,5
"48061","South","West South Central",93,744,620,391,632,682,749,238,40,11
"48063","South","West South Central",9,36,64,26,47,43,48,27,19,20
"48065","South","West South Central",0,1,4,1,2,5,3,3,0,0
"48067","South","West South Central",-1,-4,15,12,14,9,6,8,6,6
"48069","South","West South Central",6,53,51,50,43,38,43,29,24,24
"48071","South","West South Central",3,14,24,73,93,71,65,58,34,35
"48073","South","West South Central",2,6,7,2,33,42,46,13,2,3
"48075","South","West South Central",0,-2,-2,0,4,5,8,5,4,4
"48077","South","West South Central",0,3,7,5,9,12,11,8,6,7
"48079","South","West South Central",3,13,7,4,14,17,23,17,14,14
"48081","South","West South Central",0,0,0,0,1,0,-1,-1,-1,-1
"48083","South","West South Central",0,0,7,7,6,6,5,3,3,3
"48085","South","West South Central",603,2737,3431,4063,5577,6713,5958,5890,4211,4100
"48087","South","West South Central",1,5,5,5,6,1,2,1,-2,-2
"48089","South","West South Central",10,54,42,43,50,81,82,80,61,62
"48091","South","West South Central",25,61,84,98,158,169,165,129,77,85
"48093","South","West South Central",5,20,-1,6,12,22,22,13,6,7
"48095","South","West South Central",1,29,48,22,35,40,43,35,26,26
"48097","South","West South Central",6,50,24,31,55,62,49,40,21,23
"48099","South","West South Central",145,148,762,406,380,475,258,122,-22,9
"48101","South","West South Central",0,0,0,0,0,0,0,0,0,0
"48103","South","West South Central",0,2,4,9,11,11,13,7,5,7
"48105","South","West South Central",1,2,10,7,9,5,4,3,2,3
"48107","South","West South Central",0,5,3,2,1,1,2,1,1,1
"48109","South","West South Central",1,6,2,-1,1,0,0,0,0,0
"48111","South","West South Central",5,28,30,24,37,63,99,62,52,53
"48113","South","West South Central",2004,10043,10742,10235,13968,15816,15026,13550,9868,9242
"48115","South","West South Central",1,11,16,20,29,24,25,16,10,10
"48117","South","West South Central",21,71,29,16,23,10,17,2,-3,-2
"48119","South","West South Central",2,0,0,0,0,0,0,0,0,0
"48121","South","West South Central",388,1958,2063,1984,2555,2981,2764,2647,1856,1663
"48123","South","West South Central",1,4,1,0,5,7,4,4,6,-2
"48125","South","West South Central",0,2,3,1,4,0,0,0,0,0
"48127","South","West South Central",2,6,22,18,10,-5,-2,-2,-2,-2
"48129","South","West South Central",1,3,2,2,1,2,2,3,2,2
"48131","South","West South Central",1,0,0,4,0,9,12,5,7,-1
"48133","South","West South Central",2,11,24,23,14,22,12,3,2,0
"48135","South","West South Central",-27,8,130,173,311,417,435,343,268,238
"48137","South","West South Central",0,2,3,1,1,-1,-1,-1,-1,-1
"48139","South","West South Central",1,44,124,61,145,129,150,89,42,39
"48141","South","West South Central",339,2025,3794,2219,2681,2798,2488,953,264,167
"48143","South","West South Central",8,27,26,3,4,25,10,0,-4,-7
"48145","South","West South Central",0,12,10,15,12,-1,-1,-1,-3,-3
"48147","South","West South Central",2,6,13,13,40,57,60,53,44,41
"48149","South","West South Central",1,5,2,21,19,11,8,10,5,5
"48151","South","West South Central",0,1,1,1,10,8,9,6,6,6
"48153","South","West South Central",1,9,12,12,7,2,2,2,2,2
"48155","South","West South Central",0,0,1,1,0,0,0,0,0,0
"48157","South","West South Central",696,3051,3491,4040,5469,6408,5984,6051,4463,4360
"48159","South","West South Central",3,10,-1,-1,-6,-2,3,0,0,0
"48161","South","West South Central",0,-2,1,5,21,20,26,15,13,13
"48163","South","West South Central",8,31,91,154,176,288,309,296,236,236
"48165","South","West South Central",11,16,32,82,111,123,134,93,76,67
"48167","South","West South Central",131,511,499,537,539,648,611,554,443,329
"48169","South","West South Central",6,24,30,17,53,61,75,45,34,38
"48171","South","West South Central",5,33,55,46,41,24,31,15,10,12
"48173","South","West South Central",1,3,10,6,10,11,12,10,8,9
"48175","South","West South Central",0,-1,-2,-3,-2,-1,-1,-1,-1,-1
"48177","South","West South Central",4,6,-5,-9,-6,-6,-3,-16,-24,-23
"48179","South","West South Central",1,6,19,7,2,26,25,4,1,-1
"48181","South","West South Central",29,152,150,120,179,190,171,145,87,90
"48183","South","West South Central",53,213,206,152,181,130,137,75,26,23
"48185","South","West South Central",5,7,6,14,15,14,17,16,11,11
"48187","South","West South Central",29,127,160,82,122,81,71,53,19,21
"48189","South","West South Central",6,27,22,16,31,18,18,4,0,0
"48191","South","West South Central",3,4,-1,-1,1,0,0,-1,-1,-1
"48193","South","West South Central",1,0,2,8,9,10,12,9,6,6
"48195","South","West South Central",1,20,18,14,34,40,45,25,22,23
"48197","South","West South Central",0,3,1,5,5,14,14,11,6,6
"48199","South","West South Central",2,-3,-3,4,8,8,4,-1,-4,-3
"48201","South","West South Central",4293,20698,24280,25816,34427,37086,35520,34235,25972,24889
"48203","South","West South Central",5,33,57,82,52,79,70,57,39,40
"48205","South","West South Central",1,16,11,7,18,22,22,17,12,13
"48207","South","West South Central",2,18,33,41,60,38,39,41,36,36
"48209","South","West South Central",25,76,137,166,242,417,406,345,281,212
"48211","South","West South Central",4,10,13,5,4,7,8,1,1,1
"48213","South","West South Central",6,-2,2,15,81,51,52,19,8,9
"48215","South","West South Central",285,2271,2020,1274,1599,1675,1981,562,99,-18
"48217","South","West South Central",11,28,20,22,33,6,11,-3,-4,-4
"48219","South","West South Central",9,21,22,4,4,9,8,4,0,-1
"48221","South","West South Central",18,80,84,74,58,11,8,5,2,2
"48223","South","West South Central",3,-4,-17,-18,-2,-4,-2,-7,-10,-9
"48225","South","West South Central",5,11,15,11,21,15,14,11,4,6
"48227","South","West South Central",22,93,67,46,95,116,136,101,81,81
"48229","South","West South Central",0,4,16,13,63,73,75,66,57,58
"48231","South","West South Central",28,90,89,66,120,116,129,108,70,73
"48233","South","West South Central",3,14,20,11,18,3,5,4,2,2
"48235","South","West South Central",0,0,0,0,0,0,0,0,0,0
"48237","South","West South Central",2,13,1,0,-6,4,5,1,0,0
"48239","South","West South Central",1,1,7,7,9,19,18,14,11,11
"48241","South","West South Central",6,37,43,-7,-8,-6,-9,-9,-12,-12
"48243","South","West South Central",0,-2,1,3,3,6,5,4,2,2
"48245","South","West South Central",97,465,516,536,741,762,716,635,520,359
"48247","South","West South Central",-2,8,0,14,24,24,24,27,19,20
"48249","South","West South Central",2,8,21,22,53,64,66,55,45,47
"48251","South","West South Central",22,59,20,2,-14,27,27,8,-11,-18
"48253","South","West South Central",4,13,11,11,8,2,2,1,1,1
"48255","South","West South Central",6,17,6,15,82,104,107,102,86,86
"48257","South","West South Central",15,58,54,35,84,49,61,26,7,-4
"48259","South","West South Central",9,48,64,36,42,61,62,64,66,27
"48261","South","West South Central",0,7,7,8,11,10,12,9,8,9
"48263","South","West South Central",0,0,0,0,0,0,0,0,0,0
"48265","South","West South Central",14,26,6,-6,44,66,67,51,28,29
"48267","South","West South Central",0,0,-1,-1,0,0,0,0,0,0
"48269","South","West South Central",0,0,0,0,0,0,0,0,0,0
"48271","South","West South Central",2,16,19,28,36,23,29,21,20,20
"48273","South","West South Central",28,91,130,96,143,98,75,59,34,41
"48275","South","West South Central",0,4,2,3,5,5,7,5,4,4
"48277","South","West South Central",4,-10,1,-4,6,9,16,7,0,2
"48279","South","West South Central",4,11,-3,6,9,4,6,3,-1,0
"48281","South","West South Central",10,42,48,39,19,13,6,8,1,1
"48283","South","West South Central",0,17,18,28,28,24,27,25,21,21
"48285","South","West South Central",3,8,-2,5,6,15,17,13,12,12
"48287","South","West South Central",0,-7,-8,-3,-3,-4,-2,-8,-9,-9
"48289","South","West South Central",1,1,1,2,2,5,8,5,4,4
"48291","South","West South Central",13,27,43,44,69,33,30,1,-7,-7
"48293","South","West South Central",18,44,47,23,33,17,17,10,5,6
"48295","South","West South Central",1,12,6,5,7,5,9,6,6,6
"48297","South","West South Central",1,6,9,7,15,17,19,13,11,12
"48299","South","West South Central",3,16,19,-1,5,-2,-4,-4,-4,-4
"48301","South","West South Central",0,0,0,0,0,0,0,0,0,0
"48303","South","West South Central",75,293,349,361,420,497,428,416,293,250
"48305","South","West South Central",0,-1,-1,-1,0,2,2,1,1,1
"48307","South","West South Central",0,-4,-2,2,8,6,4,4,3,3
"48309","South","West South Central",39,168,232,246,385,406,408,307,235,164
"48311","South","West South Central",0,1,1,3,9,3,2,2,2,2
"48313","South","West South Central",7,42,26,4,19,17,20,15,13,10
"48315","South","West South Central",0,-1,-3,-3,-1,1,0,0,0,0
"48317","South","West South Central",0,-2,9,24,16,10,4,0,0,0
"48319","South","West South Central",3,19,14,11,15,14,14,9,7,7
"48321","South","West South Central",5,-10,9,-1,-3,26,31,16,5,7
"48323","South","West South Central",-21,125,132,159,248,273,306,158,139,79
"48325","South","West South Central",8,3,2,-2,25,19,18,7,5,4
"48327","South","West South Central",0,2,3,2,3,2,1,1,1,1
"48329","South","West South Central",13,84,193,285,480,549,536,443,335,328
"48331","South","West South Central",3,26,19,18,11,11,10,9,4,5
"48333","South","West South Central",0,5,2,1,4,2,1,0,-1,-1
"48335","South","West South Central",0,-3,-2,-3,-1,-2,0,-1,-1,-1
"48337","South","West South Central",0,3,13,5,2,0,5,-4,-4,-6
"48339","South","West South Central",325,1467,1314,933,1563,1650,1670,1483,1115,942
"48341","South","West South Central",42,179,199,149,141,70,69,52,27,29
"48343","South","West South Central",2,2,8,7,0,2,2,-2,-2,-2
"48345","South","West South Central",0,0,0,0,0,0,0,0,0,0
"48347","South","West South Central",18,73,121,82,106,48,41,23,2,2
"48349","South","West South Central",1,8,7,-1,4,35,45,16,9,9
"48351","South","West South Central",1,5,8,7,0,0,0,0,0,0
"48353","South","West South Central",0,4,6,7,13,22,26,17,14,15
"48355","South","West South Central",110,459,723,606,732,794,701,562,359,346
"48357","South","West South Central",5,24,14,10,20,13,12,-1,-6,-6
"48359","South","West South Central",0,0,0,0,0,0,0,0,0,0
"48361","South","West South Central",5,0,-6,-13,-8,14,9,6,-3,-3
"48363","South","West South Central",2,2,9,13,21,16,11,10,0,2
"48365","South","West South Central",4,24,16,18,18,23,21,18,17,15
"48367","South","West South Central",21,29,19,21,89,77,83,67,32,35
"48369","South","West South Central",5,49,47,40,48,36,33,27,17,19
"48371","South","West South Central",4,19,11,-3,-2,23,24,9,8,-1
"48373","South","West South Central",14,59,70,114,128,144,138,133,106,108
"48375","South","West South Central",85,457,578,553,703,695,638,600,431,416
"48377","South","West South Central",6,17,29,43,63,62,64,33,17,19
"48379","South","West South Central",1,5,13,11,11,10,12,7,5,5
"48381","South","West South Central",34,113,172,157,203,128,106,98,64,66
"48383","South","West South Central",1,3,2,26,31,38,48,43,38,38
"48385","South","West South Central",0,1,1,1,1,2,2,1,1,1
"48387","South","West South Central",-1,-2,-3,-2,-2,-4,-4,-4,-4,-4
"48389","South","West South Central",9,43,59,70,101,86,85,65,51,51
"48391","South","West South Central",0,1,10,7,7,7,7,8,11,1
"48393","South","West South Central",0,0,0,0,0,0,0,0,0,0
"48395","South","West South Central",-1,1,7,18,23,22,18,20,13,12
"48397","South","West South Central",26,105,66,43,122,150,128,122,96,64
"48399","South","West South Central",0,11,10,5,18,15,11,12,8,8
"48401","South","West South Central",6,25,11,-20,34,16,12,0,-14,-13
"48403","South","West South Central",0,-2,-3,-3,-4,-3,-4,-4,-4,-4
"48405","South","West South Central",-1,0,0,0,2,1,3,2,1,1
"48407","South","West South Central",-1,-12,-18,-15,-18,-10,-10,-10,-10,-10
"48409","South","West South Central",14,27,35,49,67,73,78,59,44,46
"48411","South","West South Central",1,1,4,7,9,11,11,9,6,7
"48413","South","West South Central",-1,2,-3,-2,-1,0,0,0,0,0
"48415","South","West South Central",-1,1,5,8,7,20,15,12,8,6
"48417","South","West South Central",0,2,3,3,0,0,0,0,0,0
"48419","South","West South Central",4,21,35,45,10,-6,-1,-7,-9,-13
"48421","South","West South Central",0,3,5,5,2,8,8,7,7,7
"48423","South","West South Central",27,287,232,293,346,284,247,199,124,92
"48425","South","West South Central",4,7,3,-2,-2,-2,-2,-2,-2,-2
"48427","South","West South Central",-13,120,182,74,110,126,153,30,-18,-10
"48429","South","West South Central",1,6,4,-3,-5,-4,-4,-5,-6,-6
"48431","South","West South Central",0,2,4,1,3,0,0,0,0,0
"48433","South","West South Central",0,1,1,2,2,0,0,0,0,0
"48435","South","West South Central",0,0,2,6,15,16,21,17,14,14
"48437","South","West South Central",1,0,4,4,3,-1,-1,-2,-2,-2
"48439","South","West South Central",938,4680,5516,5293,7763,8590,8161,7669,5950,4856
"48441","South","West South Central",80,182,494,342,400,484,374,307,182,214
"48443","South","West South Central",1,1,2,2,5,1,1,1,1,1
"48445","South","West South Central",6,24,17,16,12,10,1,-2,-2,-2
"48447","South","West South Central",0,3,2,0,0,0,0,0,0,0
"48449","South","West South Central",9,25,45,34,56,39,44,27,33,-23
"48451","South","West South Central",53,67,253,88,42,93,25,-22,-71,-46
"48453","South","West South Central",932,4281,4926,4900,6362,7144,6788,6245,4576,4296
"48455","South","West South Central",0,-4,-2,-6,10,10,12,9,9,9
"48457","South","West South Central",2,-2,4,8,11,2,1,1,0,0
"48459","South","West South Central",9,38,45,22,13,0,3,0,-5,-4
"48461","South","West South Central",0,5,3,10,11,9,10,9,6,6
"48463","South","West South Central",9,59,41,1,-6,14,20,14,30,-36
"48465","South","West South Central",24,32,171,101,126,114,87,23,-10,-15
"48467","South","West South Central",5,8,23,37,67,77,79,64,45,47
"48469","South","West South Central",22,76,67,43,97,76,74,55,24,25
"48471","South","West South Central",21,119,107,116,212,222,207,208,150,151
"48473","South","West South Central",15,18,8,10,47,89,78,55,22,25
"48475","South","West South Central",0,-1,1,10,13,12,14,7,6,6
"48477","South","West South Central",8,48,81,41,33,30,31,12,3,-2
"48479","South","West South Central",137,942,951,677,828,976,1146,593,416,377
"48481","South","West South Central",5,27,7,-3,13,6,7,-13,-16,-15
"48483","South","West South Central",2,9,4,3,4,4,2,2,0,0
"48485","South","West South Central",131,252,736,399,431,466,309,231,90,160
"48487","South","West South Central",4,18,13,11,15,6,3,3,3,2
"48489","South","West South Central",4,8,20,-3,20,22,21,10,5,5
"48491","South","West South Central",141,689,891,918,1263,1568,1421,1309,888,799
