"fips","region","division","domesticmig2010","domesticmig2011","domesticmig2012","domesticmig2013","domesticmig2014","domesticmig2015","domesticmig2016","domesticmig2017","domesticmig2018","domesticmig2019"
"51091","South","South Atlantic",-8,-35,-14,-18,49,-22,16,9,3,-4
"51093","South","South Atlantic",18,-34,7,246,294,244,79,219,373,156
"51095","South","South Atlantic",264,500,883,1134,1296,676,1072,1317,780,516
"51097","South","South Atlantic",21,28,32,38,63,14,-22,-37,70,14
"51099","South","South Atlantic",37,385,128,154,211,-32,359,258,129,104
"51101","South","South Atlantic",39,-51,-79,72,7,84,78,223,163,166
"51103","South","South Atlantic",17,30,-44,-31,-6,41,33,96,80,48
"51105","South","South Atlantic",10,-53,-73,-309,-256,-71,-408,-185,-123,-95
"51107","South","South Atlantic",1543,5086,4965,6389,5859,5251,5026,5376,3794,3566
"51109","South","South Atlantic",83,65,-41,378,245,236,603,564,865,799
"51111","South","South Atlantic",16,7,-288,-77,-8,-154,-35,15,-90,17
"51113","South","South Atlantic",-22,-140,16,-18,-38,22,40,131,15,2
"51115","South","South Atlantic",4,28,3,45,-53,85,10,17,130,103
"51117","South","South Atlantic",-12,-4,-809,-282,-31,3,10,83,111,136
"51119","South","South Atlantic",29,-63,77,-23,-34,79,137,-51,170,-92
"51121","South","South Atlantic",-7,-515,-130,148,-392,-722,8,-805,-64,-412
"51125","South","South Atlantic",-8,81,-190,48,76,-23,122,55,69,82
"51127","South","South Atlantic",110,174,280,316,432,337,573,555,600,702
"51131","South","South Atlantic",4,-14,-155,-128,59,88,-15,-81,-71,16
"51133","South","South Atlantic",26,132,38,-48,29,50,45,168,-28,21
"51135","South","South Atlantic",2,86,-95,-107,-108,94,-78,-30,4,-114
"51137","South","South Atlantic",38,313,177,287,269,230,187,480,621,331
"51139","South","South Atlantic",-3,-40,-48,-63,91,-71,15,194,236,-14
"51141","South","South Atlantic",3,-18,71,52,46,-78,-41,11,57,37
"51143","South","South Atlantic",154,-241,-230,-171,17,-169,-138,-172,-153,-269
"51145","South","South Atlantic",18,-47,-12,100,152,-514,353,212,495,440
"51147","South","South Atlantic",-32,-1004,802,-465,213,162,-159,-367,228,-96
"51149","South","South Atlantic",-212,807,-63,-85,-176,402,-582,-142,-120,280
"51153","South","South Atlantic",2384,6335,2988,1432,-1479,-764,-2063,-718,-2702,-1529
"51155","South","South Atlantic",-17,37,95,-58,-98,98,4,85,0,115
"51157","South","South Atlantic",7,-35,-37,29,-79,58,-30,20,-38,41
"51159","South","South Atlantic",11,-52,-81,-102,-28,-31,4,172,112,83
"51161","South","South Atlantic",-52,387,-132,551,-60,25,56,416,377,354
"51163","South","South Atlantic",7,145,-22,-40,126,8,114,296,221,-54
"51165","South","South Atlantic",34,177,63,122,184,364,618,758,735,568
"51167","South","South Atlantic",-1,-80,-202,-27,-200,-103,-335,-229,-145,-79
"51169","South","South Atlantic",-57,25,5,-44,-127,-107,-92,-55,-92,23
"51171","South","South Atlantic",45,123,224,-34,183,156,50,278,170,170
"51173","South","South Atlantic",1,-61,-57,16,-93,-73,-184,-253,-71,-147
"51175","South","South Atlantic",78,9,-124,-172,-93,-116,-51,-184,-53,2
"51177","South","South Atlantic",213,558,310,640,485,223,448,807,739,1711
"51179","South","South Atlantic",503,1106,-389,1254,1445,570,1306,2088,1995,2018
"51181","South","South Atlantic",7,-112,-75,-44,-7,-89,-90,-25,-42,-30
"51183","South","South Atlantic",-82,107,-136,-123,-20,-3,-218,-11,-110,-41
"51185","South","South Atlantic",95,-155,-248,-56,-499,-373,-665,-729,-44,-240
"51187","South","South Atlantic",78,17,159,489,1380,-1591,321,129,546,94
"51191","South","South Atlantic",41,-47,367,-181,-56,-139,-18,237,120,-71
"51193","South","South Atlantic",7,163,-113,61,-72,190,124,131,136,245
"51195","South","South Atlantic",83,-76,-473,-177,-721,-177,-476,-377,-544,-348
"51197","South","South Atlantic",-2,27,162,61,-111,139,-48,25,-25,94
"51199","South","South Atlantic",-115,209,-488,-282,64,694,-481,-289,-278,171
"51510","South","South Atlantic",-29,53,-1232,-1466,-2640,-2249,-1374,-1751,-3355,-2615
"51520","South","South Atlantic",-8,32,30,-241,-85,-28,-8,-57,-64,194
"51530","South","South Atlantic",-18,92,27,-105,-103,0,-90,17,-4,-27
"51540","South","South Atlantic",-105,-275,86,-171,-157,200,25,-85,-480,-681
"51550","South","South Atlantic",790,463,979,796,1317,-43,750,1271,1040,1458
"51570","South","South Atlantic",-56,-57,76,54,-75,10,5,23,36,-212
"51580","South","South Atlantic",2,-18,-81,9,-51,-22,-12,8,43,-39
"51590","South","South Atlantic",-97,-116,194,23,-320,-217,-149,-425,-165,-410
"51595","South","South Atlantic",10,-62,-2,-84,-76,-77,-123,-18,-104,9
"51600","South","South Atlantic",-7,-327,54,34,-334,-371,-307,-390,-264,-315
"51610","South","South Atlantic",115,125,240,144,-134,191,-257,506,71,8
"51620","South","South Atlantic",18,-100,20,60,-144,-20,-84,-30,-91,-166
"51630","South","South Atlantic",65,1058,1015,347,56,-559,8,-157,348,-399
"51640","South","South Atlantic",12,-147,21,70,-33,-19,-86,-39,-32,53
"51650","South","South Atlantic",-401,-1549,-671,-867,-515,-2259,-1667,-1301,-824,-264
"51660","South","South Atlantic",-40,370,773,-472,190,-567,96,-705,-775,-994
"51670","South","South Atlantic",0,-212,-293,-273,-147,53,247,-135,-94,-25
"51678","South","South Atlantic",-1,-55,52,142,4,55,22,51,94,91
"51680","South","South Atlantic",-33,674,250,194,-397,444,-100,158,197,248
"51683","South","South Atlantic",206,247,414,115,-703,-490,-938,-774,-709,-601
"51685","South","South Atlantic",144,307,28,132,-344,-178,-81,378,466,-314
"51690","South","South Atlantic",-68,-135,-45,-7,-69,26,-162,-36,-88,-27
"51700","South","South Atlantic",-709,-2707,-2524,-719,-1612,-2523,-2556,-2367,-2205,-575
"51710","South","South Atlantic",-571,-1706,-1374,-3450,-1829,-3283,-3475,-3201,-2362,-2334
"51720","South","South Atlantic",12,52,26,-55,-1,-119,-47,-67,67,16
"51730","South","South Atlantic",30,-610,-358,151,-185,-346,-501,-321,-297,85
"51735","South","South Atlantic",-7,-96,69,-14,-71,10,-59,117,149,111
"51740","South","South Atlantic",-213,-325,-96,-1056,-945,-191,-1808,-840,-449,-796
"51750","South","South Atlantic",-5,291,-192,337,191,-114,14,146,564,91
"51760","South","South Atlantic",-404,558,2460,1523,1525,1830,2400,-64,326,-143
"51770","South","South Atlantic",-270,-574,310,169,-109,-617,-1076,-842,-267,-195
"51775","South","South Atlantic",34,93,150,187,110,-15,20,199,-32,30
"51790","South","South Atlantic",15,277,-164,368,184,-49,-8,184,241,356
"51800","South","South Atlantic",168,-520,-42,122,586,595,605,419,492,827
"51810","South","South Atlantic",-187,-540,-3539,-1568,-3470,-3323,-3720,-4804,-2676,-2367
"51820","South","South Atlantic",14,55,-97,55,19,172,111,350,116,-60
"51830","South","South Atlantic",-4,274,251,21,-114,104,-81,-36,-64,-90
"51840","South","South Atlantic",-88,276,184,121,-164,-252,-72,116,-468,-44
"53001","West","Pacific",-37,-217,-228,-128,-210,-252,-179,-9,-246,-65
"53003","West","Pacific",69,227,-19,253,72,-43,233,283,163,38
"53005","West","Pacific",813,2551,395,519,580,2065,1739,3074,1735,1740
"53007","West","Pacific",137,149,-5,-45,187,614,532,214,276,279
"53009","West","Pacific",122,469,262,501,566,961,1242,1656,1290,1162
"53011","West","Pacific",566,2720,1729,2573,4297,6068,5895,6632,4978,4847
"53013","West","Pacific",29,-69,-8,26,-26,0,12,39,26,-64
"53015","West","Pacific",-40,-375,-846,-300,258,1088,1563,1937,1885,1664
"53017","West","Pacific",42,-75,314,-42,81,428,511,383,420,423
"53019","West","Pacific",3,118,29,-62,14,-60,25,64,65,8
"53021","West","Pacific",568,2562,1157,-640,-196,-462,-5,365,883,44
"53023","West","Pacific",6,-20,-10,29,-41,14,16,-50,36,-19
"53025","West","Pacific",206,100,-104,-596,87,-482,-439,265,448,215
"53027","West","Pacific",28,-546,-657,-712,-216,267,587,1075,1457,1423
"53029","West","Pacific",-34,-48,-527,-1296,90,784,1204,1265,943,700
"53031","West","Pacific",65,113,91,318,261,366,727,496,728,683
"53033","West","Pacific",232,10159,11008,10604,5158,7072,8127,2839,-4845,-4784
"53035","West","Pacific",182,1530,-1610,-3095,-112,4529,2740,2184,2230,1469
"53037","West","Pacific",57,347,-127,17,582,289,1630,1044,998,376
"53039","West","Pacific",45,252,-66,192,-27,113,254,477,364,293
"53041","West","Pacific",-47,58,-306,-533,-215,528,1082,1476,1246,1087
"53043","West","Pacific",4,-27,-70,-129,-68,61,64,259,172,225
"53045","West","Pacific",36,84,-284,-342,76,334,1025,1481,1537,1258
"53047","West","Pacific",77,-154,-325,-246,0,-51,28,168,115,57
"53049","West","Pacific",5,117,-240,-24,238,404,455,527,478,523
"53051","West","Pacific",-23,38,80,-79,61,180,83,245,273,175
"53053","West","Pacific",-1787,5879,-54,-1029,4268,3684,12332,10394,8883,5944
"53055","West","Pacific",2,83,54,105,122,224,153,452,418,474
"53057","West","Pacific",-34,167,-232,173,1047,1100,1487,1766,1655,1030
"53059","West","Pacific",26,16,29,85,44,-9,189,226,72,154
"53061","West","Pacific",262,238,3675,5631,5721,4843,10188,7627,4576,2641
"53063","West","Pacific",111,-959,-481,700,1919,3464,6168,6461,6550,7594
"53065","West","Pacific",-47,-69,-9,-239,168,116,638,516,621,557
"53067","West","Pacific",295,1864,218,1739,1278,1442,4231,5174,4659,3351
"53069","West","Pacific",-1,23,27,39,16,3,164,105,158,83
"53071","West","Pacific",80,352,-293,-90,-29,311,-3,475,96,128
"53073","West","Pacific",73,754,347,330,879,2337,3442,3956,2833,3087
"53075","West","Pacific",-105,-284,952,-389,-503,577,83,-58,-200,-121
"53077","West","Pacific",332,-710,-1885,-1800,-1971,-1308,-700,-1173,-823,-1203
"54001","South","South Atlantic",15,11,242,46,75,103,-200,-211,15,-3
"54003","South","South Atlantic",321,523,781,1011,1219,1091,1434,1281,1879,1709
"54005","South","South Atlantic",-24,-139,-16,-253,-309,-354,-354,-362,-344,-423
"54007","South","South Atlantic",9,-22,-61,-44,53,-38,2,-52,-98,-67
"54009","South","South Atlantic",-21,14,29,49,-91,-40,-351,-149,-132,-73
"54011","South","South Atlantic",21,107,99,18,-367,51,-788,-922,-1226,-990
"54013","South","South Atlantic",21,-10,-14,-32,34,-64,-77,-37,-52,-69
"54015","South","South Atlantic",-19,-56,-130,-72,-250,-2,-32,-80,-52,-110
"54017","South","South Atlantic",8,63,66,263,-68,250,-121,-34,65,-78
"54019","South","South Atlantic",25,-50,15,-215,-310,-298,-416,-362,-357,-311
"54021","South","South Atlantic",19,-3,25,-113,-119,-183,-152,-80,-110,-41
"54023","South","South Atlantic",-17,-9,-73,-31,-105,40,-26,27,-13,-58
"54025","South","South Atlantic",49,328,226,-29,-217,42,-4,-184,-324,31
"54027","South","South Atlantic",11,-110,-71,-142,-31,-86,54,178,21,-118
"54029","South","South Atlantic",4,18,-56,15,-7,-142,-190,-27,-114,-59
"54031","South","South Atlantic",31,-132,-148,76,-68,-160,-55,-27,-104,21
"54033","South","South Atlantic",105,156,-130,-93,-248,-88,-116,-260,-234,-47
"54035","South","South Atlantic",33,74,-23,-85,-37,32,20,-191,-122,-31
"54037","South","South Atlantic",82,393,-34,118,409,335,-217,390,413,217
"54039","South","South Atlantic",-39,-463,40,-487,-1067,-1708,-1767,-2308,-2262,-1633
"54041","South","South Atlantic",15,42,35,64,-38,14,-116,-43,-99,-29
"54043","South","South Atlantic",1,-107,41,-171,37,-218,-127,-189,-199,-62
"54045","South","South Atlantic",20,-185,-28,-282,-585,-664,-562,-426,-264,-452
"54047","South","South Atlantic",-29,-262,-299,-317,-540,-532,-453,-565,-166,-442
"54049","South","South Atlantic",59,76,71,-84,63,43,-167,-108,-152,79
"54051","South","South Atlantic",3,-75,5,-100,-201,-70,-378,-383,-311,-177
"54053","South","South Atlantic",13,9,-72,6,89,-10,-44,-31,18,-126
"54055","South","South Atlantic",46,282,19,-323,18,-497,-355,-562,-392,-202
"54057","South","South Atlantic",16,-105,-149,-171,-138,-125,14,-80,-193,15
"54059","South","South Atlantic",-46,-221,-431,-163,-215,-412,-544,-490,-239,-359
"54061","South","South Atlantic",406,1198,1117,693,236,85,49,-412,-505,-362
"54063","South","South Atlantic",15,86,-25,54,131,25,-70,-55,-40,43
"54065","South","South Atlantic",-17,24,29,62,118,55,239,195,185,129
"54067","South","South Atlantic",16,8,48,-229,-190,-117,-165,-159,-202,-233
"54069","South","South Atlantic",51,-183,-115,-143,-401,-136,-231,-436,-116,-92
"54071","South","South Atlantic",-4,-88,-74,-70,-141,-96,-108,18,40,-13
"54073","South","South Atlantic",-18,40,3,8,72,-59,4,-7,77,-37
"54075","South","South Atlantic",0,111,-118,3,8,-52,-28,-30,-41,-108
"54077","South","South Atlantic",6,128,214,-182,246,-105,-63,39,-292,-52
"54079","South","South Atlantic",97,313,312,21,59,-80,67,95,95,-98
"54081","South","South Atlantic",52,315,-135,-363,-616,-670,-862,-1032,-580,-473
"54083","South","South Atlantic",-16,109,10,148,-122,-125,-89,-93,-14,-49
"54085","South","South Atlantic",-6,-81,-33,-77,-50,39,-112,-117,-38,-120
"54087","South","South Atlantic",3,-79,-133,-9,20,-157,-201,-31,-13,-163
"54089","South","South Atlantic",18,2,47,-171,-151,-89,-75,12,-125,-39
"54091","South","South Atlantic",19,74,57,18,114,-134,29,-7,-9,-60
"54093","South","South Atlantic",-13,35,-15,8,3,43,-7,-49,-17,-28
"54095","South","South Atlantic",-21,-10,-31,-31,104,-102,31,-140,-38,-113
"54097","South","South Atlantic",2,44,159,107,68,30,-32,-103,-102,-131
"54099","South","South Atlantic",-44,-168,-253,-39,-297,-183,-394,-388,-53,-342
"54101","South","South Atlantic",15,-41,-127,-104,-65,-78,-30,-162,-30,-113
"54103","South","South Atlantic",1,-131,44,-177,-96,-136,-122,-144,-72,-91
"54105","South","South Atlantic",11,23,27,55,-40,31,-41,22,39,16
"54107","South","South Atlantic",46,-19,-148,-33,-19,22,-487,-468,-682,-429
"54109","South","South Atlantic",-28,-187,-163,-165,-265,-302,-267,-395,-306,-227
"55001","Midwest","East North Central",18,33,-253,100,-135,-14,94,40,581,1
"55003","Midwest","East North Central",11,-97,-219,116,28,-170,-181,-123,80,-40
"55005","Midwest","East North Central",-49,47,-202,-243,-259,-30,-132,-73,-14,69
"55007","Midwest","East North Central",21,75,-5,93,-100,22,18,130,55,91
"55009","Midwest","East North Central",-52,192,336,-330,-62,-31,-128,627,-309,-132
"55011","Midwest","East North Central",-18,-91,-133,-17,-124,-37,-146,-26,16,-95
"55013","Midwest","East North Central",-7,31,-94,-25,35,-35,124,131,131,83
"55015","Midwest","East North Central",-43,261,-296,-264,-321,72,-366,246,23,-175
"55017","Midwest","East North Central",54,59,-163,-94,134,-18,31,115,272,474
"55019","Midwest","East North Central",-46,-263,-510,-171,-389,-206,-132,-184,-118,-200
"55021","Midwest","East North Central",20,-262,-314,-37,-5,7,120,245,18,107
"55023","Midwest","East North Central",-17,79,-142,-118,-59,-6,-68,-55,79,-107
"55025","Midwest","East North Central",15,2624,2349,1875,1608,1397,3274,1388,1119,1388
"55027","Midwest","East North Central",-45,-324,-264,-175,113,-114,-357,477,187,90
"55029","Midwest","East North Central",-34,121,-124,225,-26,-12,137,264,262,231
"55031","Midwest","East North Central",-12,-211,-314,-26,-127,-193,-135,-86,-153,53
"55033","Midwest","East North Central",0,-266,-170,76,-158,-1,-77,206,277,155
"55035","Midwest","East North Central",-4,478,406,379,-546,-51,377,204,324,-199
"55037","Midwest","East North Central",-8,18,2,42,-31,24,12,58,-12,24
"55039","Midwest","East North Central",-107,-12,-345,-349,-121,-341,-74,-104,441,179
"55041","Midwest","East North Central",-4,-31,-83,-62,0,-95,30,-46,23,33
"55043","Midwest","East North Central",-4,-96,-407,36,591,327,-204,-346,-394,-103
"55045","Midwest","East North Central",-4,-92,-176,35,-112,-19,-169,6,30,26
"55047","Midwest","East North Central",-9,23,-16,-97,-108,10,-77,169,146,80
"55049","Midwest","East North Central",-8,-182,-78,-90,-29,-38,-189,167,-31,-103
"55051","Midwest","East North Central",8,74,-14,-3,87,-102,-10,70,60,58
"55053","Midwest","East North Central",-1,15,-80,43,-6,-105,-105,-16,-27,109
"55055","Midwest","East North Central",-76,-203,185,-32,-542,-101,-201,87,188,-450
"55057","Midwest","East North Central",-1,25,70,-193,-182,-59,61,144,126,78
"55059","Midwest","East North Central",-76,-516,-199,-548,-106,-504,-657,9,47,227
"55061","Midwest","East North Central",-1,-45,-104,-136,-53,-26,-3,17,-33,8
"55063","Midwest","East North Central",94,2,934,71,205,-51,-269,135,-115,-172
"55065","Midwest","East North Central",-46,-20,-137,-207,23,-93,-104,-141,-78,-67
"55067","Midwest","East North Central",-9,-155,-166,-149,-139,-132,52,90,94,-6
"55069","Midwest","East North Central",9,-213,56,-114,-129,-157,27,-9,-47,-54
"55071","Midwest","East North Central",-135,-352,-457,-242,-556,-400,-109,-218,-63,-36
"55073","Midwest","East North Central",-141,-248,-509,20,-245,-422,-695,-10,-433,-154
"55075","Midwest","East North Central",-38,-139,79,71,-150,-258,-266,122,259,60
"55077","Midwest","East North Central",-7,15,-118,-52,-86,85,69,199,183,187
"55078","Midwest","East North Central",13,24,-90,-63,61,-60,-28,31,-25,-53
"55079","Midwest","East North Central",-1352,-4291,-4877,-5427,-7322,-8768,-11784,-12441,-10217,-7014
"55081","Midwest","East North Central",34,38,-322,-29,-189,-102,-140,71,289,-21
