"fips","region","division","domesticmig2010","domesticmig2011","domesticmig2012","domesticmig2013","domesticmig2014","domesticmig2015","domesticmig2016","domesticmig2017","domesticmig2018","domesticmig2019"
"29135","Midwest","West North Central",-3,11,-122,0,14,-14,42,-7,58,-110
"29137","Midwest","West North Central",-48,-118,18,74,-36,-97,-4,-36,46,15
"29139","Midwest","West North Central",3,-8,-233,-124,-88,-131,-75,-13,132,72
"29141","Midwest","West North Central",2,-96,-265,96,-4,13,65,89,284,235
"29143","Midwest","West North Central",-32,-135,-253,-138,-111,-132,-229,-295,-253,-160
"29145","Midwest","West North Central",-13,194,-133,-311,-361,-73,-25,-35,-82,3
"29147","Midwest","West North Central",-20,-21,-137,-240,-221,-400,-207,-105,-181,-145
"29149","Midwest","West North Central",51,131,-89,-22,-95,36,-75,-149,34,6
"29151","Midwest","West North Central",-22,-9,-98,-180,-57,-120,27,24,-10,-48
"29153","Midwest","West North Central",15,-55,-14,-49,-14,-26,-119,72,-123,155
"29155","Midwest","West North Central",-58,-160,-145,-351,-213,-181,-366,-285,-551,-433
"29157","Midwest","West North Central",-32,22,-33,27,37,-53,106,21,-20,-150
"29159","Midwest","West North Central",7,-302,-51,-288,-184,-141,-202,65,-131,-270
"29161","Midwest","West North Central",58,-371,-323,-489,-357,-434,-265,-363,-247,-191
"29163","Midwest","West North Central",-23,134,-157,59,-135,-97,78,26,-62,-217
"29165","Midwest","West North Central",217,487,577,519,841,779,1479,1721,891,946
"29167","Midwest","West North Central",6,-17,-149,23,-73,136,74,379,473,-63
"29169","Midwest","West North Central",241,-371,-1103,-346,-1321,-1308,-1447,-1156,-298,183
"29171","Midwest","West North Central",-9,7,-13,-41,-36,12,-26,-21,-38,-53
"29173","Midwest","West North Central",16,64,-64,-36,101,-92,70,-7,-24,49
"29175","Midwest","West North Central",1,-217,52,-378,92,25,-90,-58,-216,-42
"29177","Midwest","West North Central",-23,-191,-266,-17,-99,-169,-41,157,83,93
"29179","Midwest","West North Central",7,-86,-6,-81,-12,-57,82,-69,29,17
"29181","Midwest","West North Central",18,34,-100,-13,-56,-159,20,-187,-104,-65
"29183","Midwest","West North Central",538,912,1171,2668,3043,2856,3314,2404,1801,1567
"29185","Midwest","West North Central",40,-100,-105,27,-11,44,-58,130,50,56
"29186","Midwest","West North Central",-8,28,-319,75,-51,-109,55,-47,82,15
"29187","Midwest","West North Central",144,60,197,348,-300,516,188,382,145,566
"29189","Midwest","West North Central",-1189,-3680,-3157,-3513,-4069,-3724,-6765,-5358,-3550,-3548
"29195","Midwest","West North Central",6,-130,48,-261,6,-268,-169,-217,-61,-174
"29197","Midwest","West North Central",3,-59,-13,-24,21,89,-22,-11,50,37
"29199","Midwest","West North Central",-5,-13,2,17,-86,-12,55,5,-48,-69
"29201","Midwest","West North Central",19,-255,-87,-21,-413,73,-290,-199,-122,-280
"29203","Midwest","West North Central",-11,-37,-86,-35,18,-18,-36,5,-50,-35
"29205","Midwest","West North Central",-4,-101,-20,-54,-52,26,-46,-45,10,-93
"29207","Midwest","West North Central",56,-160,15,-23,-24,11,-164,-43,-44,-177
"29209","Midwest","West North Central",10,-22,-150,-76,-42,34,316,290,234,406
"29211","Midwest","West North Central",5,-90,-141,-90,-28,-139,-83,-159,-12,-169
"29213","Midwest","West North Central",163,545,104,270,460,297,329,434,602,145
"29215","Midwest","West North Central",43,-136,-145,-103,-7,42,163,-139,-115,-75
"29217","Midwest","West North Central",-21,-119,-178,34,11,-229,-107,-163,-20,55
"29219","Midwest","West North Central",10,-150,24,69,118,210,209,436,238,771
"29221","Midwest","West North Central",-15,-164,-70,10,-58,-291,61,177,-64,-206
"29223","Midwest","West North Central",9,-42,48,80,77,8,-156,144,-116,-180
"29225","Midwest","West North Central",30,-56,-238,21,156,340,304,371,225,218
"29227","Midwest","West North Central",-14,-13,-41,4,-16,-6,-10,33,-10,-18
"29229","Midwest","West North Central",32,-199,-42,-239,-142,-67,21,47,5,111
"29510","Midwest","West North Central",-797,-2957,-2659,-3218,-3552,-3974,-5562,-6485,-6701,-4414
"30001","West","Mountain",-1,-70,121,-69,21,-40,142,-21,-51,49
"30003","West","Mountain",4,-4,-212,2,9,-216,6,-130,-231,-170
"30005","West","Mountain",-3,30,41,-108,7,-81,-23,-10,13,-115
"30007","West","Mountain",16,100,41,-74,-21,64,79,153,149,155
"30009","West","Mountain",4,27,58,204,99,2,134,212,30,46
"30011","West","Mountain",-4,-19,31,-8,-2,-13,26,45,12,19
"30013","West","Mountain",40,-196,-703,35,-557,-651,-627,-122,-136,-595
"30015","West","Mountain",2,-11,134,-74,71,-115,1,-35,-1,-87
"30017","West","Mountain",0,54,44,55,108,44,-259,-111,-136,-171
"30019","West","Mountain",4,24,9,-1,23,-41,-16,-1,3,-43
"30021","West","Mountain",-27,64,212,147,94,35,-338,-316,-260,-56
"30023","West","Mountain",13,48,7,100,-87,40,4,89,79,65
"30025","West","Mountain",-6,18,70,21,34,38,-95,-96,-101,-77
"30027","West","Mountain",7,-82,-2,87,-73,-24,49,-1,-154,-51
"30029","West","Mountain",-169,9,90,995,1315,1117,1680,1995,1762,1629
"30031","West","Mountain",-65,1107,539,1251,1765,2606,2923,2976,2297,1973
"30033","West","Mountain",-15,56,-16,14,21,12,10,-22,-25,-2
"30035","West","Mountain",17,-8,1,-24,-204,-197,-33,-109,13,-175
"30037","West","Mountain",0,-46,0,23,-2,-23,-7,6,-3,-6
"30039","West","Mountain",8,11,-24,38,90,25,130,77,30,22
"30041","West","Mountain",11,105,-169,-7,-218,-223,-141,-142,-267,7
"30043","West","Mountain",12,-35,-35,120,63,100,196,140,182,158
"30045","West","Mountain",-2,-52,4,-2,-7,-52,8,3,0,61
"30047","West","Mountain",9,101,-135,-79,-3,171,210,474,-20,261
"30049","West","Mountain",135,432,260,184,289,356,460,813,711,740
"30051","West","Mountain",8,25,22,-36,-11,45,19,-13,8,-73
"30053","West","Mountain",-3,-17,-83,-17,-178,-40,301,302,349,297
"30055","West","Mountain",6,-25,4,10,11,-21,31,-26,-34,-7
"30057","West","Mountain",1,-36,35,17,123,133,58,213,260,95
"30059","West","Mountain",-3,4,9,24,-35,-21,18,8,14,9
"30061","West","Mountain",0,-5,-97,105,-13,9,-51,140,75,112
"30063","West","Mountain",24,292,330,123,407,850,1648,1084,477,603
"30065","West","Mountain",12,200,-36,-22,-25,-22,24,7,25,26
"30067","West","Mountain",-42,-103,102,89,212,90,118,263,264,-24
"30069","West","Mountain",3,0,15,1,-16,-14,20,24,1,-19
"30071","West","Mountain",6,-45,-67,54,12,-40,-48,-12,-57,-102
"30073","West","Mountain",1,12,-52,48,-74,-72,-77,-88,-42,-82
"30075","West","Mountain",-3,20,27,12,28,-6,-18,-4,-31,-44
"30077","West","Mountain",-1,81,5,-89,-49,-62,68,-24,169,-37
"30079","West","Mountain",10,-37,-2,30,-35,15,30,-57,-27,3
"30081","West","Mountain",100,59,206,143,164,438,825,760,731,770
"30083","West","Mountain",0,342,590,319,299,281,-563,-429,-185,-78
"30085","West","Mountain",-1,-29,240,122,108,46,-318,-187,-172,-107
"30087","West","Mountain",-4,27,-85,-148,-76,-39,-183,-85,-251,-143
"30089","West","Mountain",-26,45,10,-36,45,6,208,258,186,282
"30091","West","Mountain",1,83,134,90,51,1,-54,-132,-96,-69
"30093","West","Mountain",25,140,37,-41,121,-160,-56,87,-47,181
"30095","West","Mountain",-2,46,10,75,-35,184,-53,50,66,157
"30097","West","Mountain",-35,-9,5,78,2,-11,3,60,22,31
"30099","West","Mountain",8,-26,-18,-29,-45,19,-71,56,11,9
"30101","West","Mountain",8,-196,52,-100,-7,-45,-128,-95,-47,-115
"30103","West","Mountain",1,-5,10,-31,1,-4,-2,-11,-1,18
"30105","West","Mountain",3,88,48,112,7,-16,-101,-132,-26,-40
"30107","West","Mountain",-7,-29,-40,29,-43,0,18,20,20,-61
"30109","West","Mountain",-8,-16,60,63,-19,-9,-21,-23,17,-63
"30111","West","Mountain",234,748,1182,1493,864,605,832,818,421,858
"31001","Midwest","West North Central",-38,-225,39,52,-291,63,-38,-73,-432,-286
"31003","Midwest","West North Central",-29,-52,-79,-85,-81,-10,-71,-9,-53,-35
"31005","Midwest","West North Central",3,1,9,-23,0,2,15,-11,7,3
"31007","Midwest","West North Central",-1,-35,21,-13,-9,43,-2,8,-10,15
"31009","Midwest","West North Central",0,-8,24,-27,19,-15,-14,10,-5,-15
"31011","Midwest","West North Central",-6,-93,35,-48,-26,-41,26,-10,-88,-46
"31013","Midwest","West North Central",-43,1,-38,-32,-40,-53,-189,-368,-117,23
"31015","Midwest","West North Central",9,-27,-8,-26,22,1,-12,2,-3,-26
"31017","Midwest","West North Central",12,-39,-39,-73,26,30,-3,34,-33,-8
"31019","Midwest","West North Central",-36,248,312,-87,-323,-28,91,-165,-314,8
"31021","Midwest","West North Central",-9,-14,-101,-73,7,8,31,9,-24,7
"31023","Midwest","West North Central",-1,-114,-5,-8,-67,-102,-37,54,17,-28
"31025","Midwest","West North Central",21,-99,-162,107,63,-25,172,256,209,17
"31027","Midwest","West North Central",-22,-69,-55,-72,-99,-38,74,-82,-71,-62
"31029","Midwest","West North Central",8,24,33,-54,18,-15,-64,-7,-2,-14
"31031","Midwest","West North Central",-2,23,-1,13,-26,64,-11,-30,-49,-92
"31033","Midwest","West North Central",-27,-26,56,-37,24,0,-120,-416,-375,-371
"31035","Midwest","West North Central",3,-77,-71,-32,-53,-36,-169,38,-6,-8
"31037","Midwest","West North Central",-10,-86,-128,-248,7,-179,-300,-319,-222,-267
"31039","Midwest","West North Central",-2,-32,-68,-83,-13,26,-146,-5,-41,-108
"31041","Midwest","West North Central",-24,53,-47,6,-66,48,-13,42,-39,-48
"31043","Midwest","West North Central",-41,-433,-365,-192,-422,-241,-492,-460,-229,-208
"31045","Midwest","West North Central",-15,8,-108,-90,-78,-84,-66,-34,-196,-118
"31047","Midwest","West North Central",-47,-275,-476,-164,-336,-420,-508,-471,-262,-474
"31049","Midwest","West North Central",0,44,8,-35,6,-10,-42,9,-37,-26
"31051","Midwest","West North Central",-30,11,-109,-81,-84,-12,-48,-14,-86,-93
"31053","Midwest","West North Central",-34,196,-335,-142,-7,-157,-67,-12,-155,-275
"31055","Midwest","West North Central",86,368,903,355,-187,-71,-648,-1129,44,-677
"31057","Midwest","West North Central",2,-26,38,-7,-68,-85,32,-7,-9,-60
"31059","Midwest","West North Central",-2,-22,-79,-31,-13,-10,85,-46,-18,-73
"31061","Midwest","West North Central",16,-21,-2,-104,-9,-53,27,-20,35,-43
"31063","Midwest","West North Central",-1,-61,9,-8,-1,-98,5,-31,-29,17
"31065","Midwest","West North Central",3,6,-16,-27,47,-7,-62,9,-51,-27
"31067","Midwest","West North Central",-8,-301,-219,140,-194,203,-49,35,-111,46
"31069","Midwest","West North Central",15,3,-67,-43,-1,13,-3,-4,-4,-54
"31071","Midwest","West North Central",1,-9,6,59,-13,17,-2,26,-4,5
"31073","Midwest","West North Central",6,-46,79,-53,-12,19,0,6,-33,-8
"31075","Midwest","West North Central",0,11,-8,5,-10,16,10,-21,7,-41
"31077","Midwest","West North Central",5,-8,-72,15,-1,-53,-33,-28,-14,-5
"31079","Midwest","West North Central",22,114,13,-230,-238,-693,-555,-809,-531,-572
"31081","Midwest","West North Central",6,-57,-63,51,-17,38,-16,-4,31,45
"31083","Midwest","West North Central",2,14,-2,89,-31,-34,15,-18,-34,3
"31085","Midwest","West North Central",-7,-10,-37,14,-43,-3,-36,-9,7,-12
"31087","Midwest","West North Central",-2,-43,19,-17,40,-9,-44,-7,3,-22
"31089","Midwest","West North Central",-2,-20,-86,-13,-54,-93,-74,-67,-37,-107
"31091","Midwest","West North Central",0,5,-16,16,-7,2,-15,-13,16,7
"31093","Midwest","West North Central",-12,12,-4,34,10,-3,16,-7,46,-25
"31095","Midwest","West North Central",-17,48,29,11,-181,-52,-28,-3,-66,-54
"31097","Midwest","West North Central",11,-4,-37,13,73,28,-7,-19,-32,-30
"31099","Midwest","West North Central",-1,77,-66,-15,74,-32,4,-57,22,-60
"31101","Midwest","West North Central",8,-94,-14,-28,35,-13,-13,-31,-63,34
"31103","Midwest","West North Central",2,-5,-16,-10,8,-2,-6,-3,12,2
"31105","Midwest","West North Central",3,-39,16,-107,30,-22,-43,-78,12,62
"31107","Midwest","West North Central",-3,-73,0,-8,-54,14,22,-32,-44,-75
"31109","Midwest","West North Central",-12,1110,642,859,2040,540,862,581,300,36
"31111","Midwest","West North Central",-51,-308,-186,-117,-384,-184,-115,-274,-221,-320
"31113","Midwest","West North Central",6,4,2,-16,-18,20,-3,-34,-17,-6
"31115","Midwest","West North Central",2,-11,-13,-19,5,10,9,-9,15,44
"31117","Midwest","West North Central",1,15,-44,19,-20,-22,17,-7,-1,2
"31119","Midwest","West North Central",9,-220,-150,-88,-322,-352,-309,-36,-173,-291
"31121","Midwest","West North Central",2,-95,90,-27,-49,7,14,4,-127,19
"31123","Midwest","West North Central",3,-45,-51,-2,-5,15,-50,-66,-125,-39
"31125","Midwest","West North Central",-1,5,-49,-118,-11,51,-10,11,-49,3
"31127","Midwest","West North Central",3,24,-71,-1,-18,-123,-20,-33,-25,-22
"31129","Midwest","West North Central",8,-42,8,-14,-23,-31,-40,11,-46,-46
"31131","Midwest","West North Central",23,-28,-80,-36,36,29,22,-64,-8,-39
"31133","Midwest","West North Central",13,24,15,-34,-5,-38,10,-78,-2,-11
"31135","Midwest","West North Central",8,-35,-16,-42,-27,57,-53,-19,15,-20
"31137","Midwest","West North Central",7,-24,45,-23,-31,47,-25,-136,-53,-1
"31139","Midwest","West North Central",-19,-85,-17,-16,13,-14,-85,-51,22,-18
"31141","Midwest","West North Central",-27,30,-114,-319,-96,-181,-189,-60,-207,-69
"31143","Midwest","West North Central",-5,-47,-44,-11,21,-84,9,119,-80,-29
"31145","Midwest","West North Central",-9,-23,-11,1,-168,-16,-113,-53,-48,1
"31147","Midwest","West North Central",-5,-7,-24,-106,-28,-42,11,5,-16,-46
"31149","Midwest","West North Central",-2,-39,-40,17,14,-11,-4,21,-65,8
"31151","Midwest","West North Central",-7,3,-1,-220,-155,-210,-96,6,-137,-233
"31153","Midwest","West North Central",303,939,792,1415,811,1340,1230,1417,1117,1607
"31155","Midwest","West North Central",49,-115,-117,30,-25,44,7,-6,222,258
"31157","Midwest","West North Central",44,-173,-97,-147,-541,-305,88,-389,-328,-397
"31159","Midwest","West North Central",39,-126,134,73,-36,-44,101,61,59,-30
"31161","Midwest","West North Central",-12,-71,-28,-88,45,-7,23,49,-76,59
"31163","Midwest","West North Central",7,-46,-17,-4,-32,24,-6,64,-49,-42
"31165","Midwest","West North Central",-1,7,0,2,-8,-43,-19,-60,-23,-28
"31167","Midwest","West North Central",-11,-7,-121,-10,-31,-185,8,-37,-41,-84
"31169","Midwest","West North Central",2,-41,-3,65,46,-61,-23,-25,31,-12
"31171","Midwest","West North Central",-4,45,5,-4,-8,-9,23,-2,-13,3
"31173","Midwest","West North Central",11,-128,-62,-113,-1,16,-20,-1,-13,-120
"31175","Midwest","West North Central",6,-36,-1,-28,30,-64,25,30,-43,-47
"31177","Midwest","West North Central",-380,-33,-29,-114,-2,-60,244,75,272,73
"31179","Midwest","West North Central",4,-216,10,-124,-76,-74,-28,-214,75,40
"31181","Midwest","West North Central",4,-34,-4,-56,22,-20,0,-32,37,-40
"31183","Midwest","West North Central",3,-9,-22,-19,6,-13,20,8,-17,-20
"31185","Midwest","West North Central",-30,101,26,3,24,-140,-57,16,-35,-104
"32001","West","Mountain",-122,-258,-517,-432,-229,11,-103,88,445,341
"32003","West","Mountain",-2728,-4929,11572,11959,20061,25808,27704,29124,35356,31643
"32005","West","Mountain",23,-13,53,125,533,187,531,469,728,691
"32007","West","Mountain",-4,-26,1127,983,-286,-1368,-77,-116,-251,-120
"32009","West","Mountain",-4,-3,31,68,-11,6,-5,21,-18,46
"32011","West","Mountain",10,-24,9,60,-66,27,-93,13,45,29
"32013","West","Mountain",19,-69,291,127,-276,-345,-346,-195,-32,-55
"32015","West","Mountain",2,-3,25,88,-155,-146,-236,-153,-79,-53
"32017","West","Mountain",16,-75,122,-76,-55,-47,32,44,46,-47
"32019","West","Mountain",35,-717,-434,122,300,650,821,1252,1948,1691
"32021","West","Mountain",6,-142,36,-86,-82,-33,-13,101,105,5
"32023","West","Mountain",-55,362,-80,-392,301,460,701,1119,1670,1747
"32027","West","Mountain",-11,-123,129,75,-167,-90,-51,-104,199,29
"32029","West","Mountain",-16,-79,-56,-21,17,78,120,16,25,155
"32031","West","Mountain",16,174,1433,1726,3428,3984,5704,5781,6807,6281
"32033","West","Mountain",16,78,-139,25,-25,-173,-132,-157,-131,29
"32510","West","Mountain",-258,-207,-200,-451,437,26,374,519,787,795
"33001","Northeast","New England",-7,135,137,-147,143,198,491,348,498,432
"33003","Northeast","New England",37,-36,69,-51,81,116,265,842,885,402
"33005","Northeast","New England",-97,-197,-68,-231,-309,-207,-345,10,31,217
"33007","Northeast","New England",-71,-298,-384,114,980,-264,-205,-315,317,274
"33009","Northeast","New England",-29,-238,-22,120,-126,-773,369,-166,-132,209
"33011","Northeast","New England",-403,-1365,-1408,-1622,-420,-994,-528,-253,-554,650
"33013","Northeast","New England",-119,1,-144,-100,234,88,-63,558,636,551
"33015","Northeast","New England",-22,272,1232,620,1290,752,1062,1864,1296,1173
"33017","Northeast","New England",-83,317,26,-309,977,-58,685,1199,-323,484
"33019","Northeast","New England",-8,-268,-334,-108,114,9,-12,39,130,77
"34001","Northeast","Middle Atlantic",-350,-2000,-1808,-1712,-3253,-3716,-3942,-2594,-2110,-507
"34003","Northeast","Middle Atlantic",-77,-406,-698,-862,-1798,-3408,-4568,-2393,-3627,-4439
"34005","Northeast","Middle Atlantic",-16,-500,-1327,-2779,-1927,-2463,-1816,-1007,-1319,199
"34007","Northeast","Middle Atlantic",-1018,-3741,-3990,-4324,-4402,-3581,-3492,-3407,-2077,-1610
"34009","Northeast","Middle Atlantic",52,-473,-121,-331,-327,-507,-216,-107,-248,181
"34011","Northeast","Middle Atlantic",-176,-785,-1059,-1715,-908,-2221,-2440,-2387,-1715,-1509
"34013","Northeast","Middle Atlantic",-1913,-7052,-8662,-6708,-5963,-7632,-7134,-6202,-5462,-6340
"34015","Northeast","Middle Atlantic",19,-398,-795,-494,197,-399,-710,-160,239,-86
"34017","Northeast","Middle Atlantic",-1571,-3499,-5690,-7823,-10078,-11342,-11110,-12034,-12579,-10458
"34019","Northeast","Middle Atlantic",-74,-277,-946,-280,-636,-527,-859,-181,-5,-460
"34021","Northeast","Middle Atlantic",-492,-3507,-1549,-2137,-3647,-4194,-3848,-3207,-2619,-2997
"34023","Northeast","Middle Atlantic",-1397,-5194,-4405,-5660,-5988,-8804,-9833,-8218,-7740,-7130
"34025","Northeast","Middle Atlantic",-327,-2877,-2994,-1761,-2690,-2403,-2387,-1868,-1678,-1619
"34027","Northeast","Middle Atlantic",-324,-442,-1210,-1452,-3103,-3092,-2839,-2236,-2385,-2572
"34029","Northeast","Middle Atlantic",644,303,83,1045,1013,1047,2106,3065,4559,4224
"34031","Northeast","Middle Atlantic",-1046,-4769,-5395,-5184,-4911,-6396,-6988,-6337,-6624,-6045
"34033","Northeast","Middle Atlantic",-93,-154,-490,-645,-477,-635,-509,-286,-204,-300
"34035","Northeast","Middle Atlantic",33,-430,-894,-391,-1605,-2033,-1812,-1443,-1523,-2279
"34037","Northeast","Middle Atlantic",-200,-1004,-1468,-1527,-1095,-1655,-1115,-703,-340,-245
"34039","Northeast","Middle Atlantic",-333,-3273,-1911,-1907,-3458,-4121,-3319,-4542,-3441,-4631
"34041","Northeast","Middle Atlantic",-82,-600,-771,-744,-197,-284,-716,-354,-253,-323
"35001","West","Mountain",353,1342,-1483,-2406,-3830,-3445,-1681,-1873,-2221,-824
"35003","West","Mountain",21,-5,-72,-19,-29,-53,61,61,25,-9
"35005","West","Mountain",26,-353,-215,-138,-505,-390,-503,-828,-748,-148
"35006","West","Mountain",24,-13,-260,-207,-429,-213,-56,-223,-188,-143
"35007","West","Mountain",-24,-142,-362,-173,-350,-273,-131,-62,-79,-112
"35009","West","Mountain",358,87,5,-868,-373,-1510,-554,-958,-826,-821
"35011","West","Mountain",1,-37,-33,-4,-49,19,-21,-16,-19,-28
"35013","West","Mountain",568,857,-503,-2369,-1884,-1798,-944,68,-15,-224
"35015","West","Mountain",-2,-38,115,815,668,531,-427,-864,326,428
"35017","West","Mountain",-122,-99,-63,-128,-239,-474,-243,-307,-293,-221
"35019","West","Mountain",11,-78,-35,-61,-84,-83,5,46,-64,-32
"35021","West","Mountain",-3,31,-10,-13,2,29,-28,1,-31,-18
"35023","West","Mountain",-46,-38,-76,-176,-74,-121,-119,-35,-69,-24
"35025","West","Mountain",-205,-165,523,1311,870,462,-1943,-1864,-97,923
"35027","West","Mountain",-11,-61,-208,-202,-376,-262,30,111,75,71
"35028","West","Mountain",41,52,-131,-436,-270,-90,279,426,147,256
"35029","West","Mountain",-4,-58,-270,-432,-260,-213,-124,-351,-298,-247
"35031","West","Mountain",39,-195,-715,-486,-605,64,-879,-821,-710,-738
"35033","West","Mountain",5,-107,-91,19,-77,2,-66,-12,-41,42
"35035","West","Mountain",359,527,-429,-954,-1628,-1424,240,-89,-6,250
"35037","West","Mountain",37,-10,-247,-104,-193,-13,-42,-77,-55,2
"35039","West","Mountain",-20,-310,-267,-430,-494,-538,-235,-103,-207,-88
"35041","West","Mountain",134,265,-267,-474,-605,-732,-166,-406,-306,-403
"35043","West","Mountain",550,1151,468,478,297,1055,1552,1912,2244,1414
"35045","West","Mountain",-90,-1565,-952,-1439,-1368,-1693,-1060,-1521,-1746,-1837
"35047","West","Mountain",-46,-143,-407,-469,-440,-382,-217,-284,-218,-222
"35049","West","Mountain",98,166,225,132,79,-18,482,551,231,542
"35051","West","Mountain",55,123,-7,-188,-119,76,49,119,14,-20
"35053","West","Mountain",-58,-132,-367,-87,-328,-188,-262,-175,-230,-142
"35055","West","Mountain",-38,-120,-212,80,-52,-202,164,-72,-14,86
"35057","West","Mountain",-16,-42,-364,-423,-166,-119,-130,14,-66,-76
"35059","West","Mountain",-12,-124,12,-57,-95,-69,0,31,-75,-47
"35061","West","Mountain",86,-273,-549,-675,-773,-366,-196,102,316,274
"36001","Northeast","Middle Atlantic",-593,-929,-114,-509,-1053,-1294,-1409,-1168,-1988,-1872
"36003","Northeast","Middle Atlantic",-5,-294,-658,-360,-348,-360,-363,-438,-351,-254
"36005","Northeast","Middle Atlantic",-3391,-16591,-12421,-14088,-16434,-16382,-21764,-27062,-29590,-31203
"36007","Northeast","Middle Atlantic",-355,-1413,-1208,-1031,-1165,-1697,-1943,-1598,-1358,-1498
"36009","Northeast","Middle Atlantic",-120,-545,-636,-501,-519,-831,-320,-502,-411,-565
"36011","Northeast","Middle Atlantic",-135,-325,-295,-492,-396,-509,-622,-290,-402,-602
"36013","Northeast","Middle Atlantic",-112,-570,-1108,-614,-1418,-1351,-1484,-821,-945,-471
"36015","Northeast","Middle Atlantic",-12,-93,70,-1100,-1129,-537,-1133,-784,-726,-411
"36017","Northeast","Middle Atlantic",-48,-221,-267,-405,-171,-489,-405,-442,-244,-169
"36019","Northeast","Middle Atlantic",-118,-569,-192,-288,-256,-917,-368,-75,28,-253
"36021","Northeast","Middle Atlantic",-49,-424,2,-234,-140,-371,-506,-393,-401,-178
"36023","Northeast","Middle Atlantic",-54,39,-375,-91,-280,-523,-426,-193,-136,-210
"36025","Northeast","Middle Atlantic",-95,-239,-268,-257,-120,-581,-354,-226,-351,-182
"36027","Northeast","Middle Atlantic",-84,-725,-2005,-1540,-1864,-1931,-1673,158,177,247
"36029","Northeast","Middle Atlantic",-701,-1637,-2847,-1560,-2177,-4385,-5217,-2081,-1836,-2264
"36031","Northeast","Middle Atlantic",-48,-104,-384,-197,-217,-259,-179,-80,-114,-300
"36033","Northeast","Middle Atlantic",-7,-246,187,-729,-202,-594,520,-646,-140,-171
"36035","Northeast","Middle Atlantic",-25,-319,-207,-401,-387,-117,-104,264,-104,-203
"36037","Northeast","Middle Atlantic",0,-127,-261,-532,-383,-311,-430,-153,-247,-120
"36039","Northeast","Middle Atlantic",-30,-220,-251,-294,-369,-210,-51,18,72,-54
"36041","Northeast","Middle Atlantic",5,-13,8,-13,-15,26,-117,-44,7,20
"36043","Northeast","Middle Atlantic",3,-141,-184,-326,-497,-673,-154,-206,-353,-297
"36045","Northeast","Middle Atlantic",-4,-201,30,-3734,-2166,-3474,-4804,-972,-2147,-2981
"36047","Northeast","Middle Atlantic",-5385,-12936,-15537,-21651,-27627,-34141,-41745,-49616,-46578,-45945
"36049","Northeast","Middle Atlantic",-26,-112,23,-219,-132,-358,-281,-154,-181,-250
"36051","Northeast","Middle Atlantic",-9,-498,-151,-212,-116,-314,-414,-594,-257,-276
"36053","Northeast","Middle Atlantic",4,-630,-618,-72,-303,-646,-299,-502,43,-242
"36055","Northeast","Middle Atlantic",-885,-1991,-3305,-3061,-4995,-5749,-5779,-4259,-3181,-2918
"36057","Northeast","Middle Atlantic",-1,-445,-163,-165,-252,-250,-552,-205,-10,-267
"36059","Northeast","Middle Atlantic",281,-1818,-3185,-2637,-4146,-6234,-5689,-4371,-4581,-4941
"36061","Northeast","Middle Atlantic",-2625,-1450,-6468,-16538,-17292,-14401,-20637,-21858,-14992,-11730
"36063","Northeast","Middle Atlantic",40,-681,-1017,-580,-685,-958,-786,-442,-669,-519
"36065","Northeast","Middle Atlantic",-258,-1216,-1292,-1015,-1623,-1865,-1497,-812,-1126,-1058
"36067","Northeast","Middle Atlantic",-284,-2360,-3332,-1390,-3398,-3526,-4703,-4412,-2076,-2707
"36069","Northeast","Middle Atlantic",107,322,-94,344,146,-141,-131,305,157,106
"36071","Northeast","Middle Atlantic",-234,-2090,-3455,-1830,-2066,-1703,-659,-597,-127,530
"36073","Northeast","Middle Atlantic",-43,-242,-264,-166,-380,-414,-301,-419,-149,-276
"36075","Northeast","Middle Atlantic",-98,-467,-930,-541,-885,-1092,-1159,-709,-1076,-524
"36077","Northeast","Middle Atlantic",-38,-227,-157,-121,-655,-411,-387,-107,46,-174
"36079","Northeast","Middle Atlantic",-75,-180,-526,-273,-419,-526,-653,-54,-239,-579
"36081","Northeast","Middle Atlantic",-4555,-15800,-19360,-18184,-22372,-26300,-33956,-39746,-44443,-41789
"36083","Northeast","Middle Atlantic",-154,-235,-668,-239,-406,-574,-601,-436,-96,-632
"36085","Northeast","Middle Atlantic",181,-1773,-3597,-1151,-2432,-1967,-974,-715,-1196,-1599
"36087","Northeast","Middle Atlantic",-188,-758,-2056,-1209,-1864,-2253,-3608,-2468,-2806,-3177
"36089","Northeast","Middle Atlantic",-176,86,-264,-823,-905,-1486,-1259,-978,-429,-591
"36091","Northeast","Middle Atlantic",196,338,431,746,-436,701,282,1658,752,-490
"36093","Northeast","Middle Atlantic",-35,-576,-488,-636,-540,-844,-1006,-203,-277,-305
"36095","Northeast","Middle Atlantic",-32,-113,-639,-121,-118,-310,-66,-14,-65,-76
"36097","Northeast","Middle Atlantic",-3,120,75,-97,-190,-146,-51,-7,15,-40
"36099","Northeast","Middle Atlantic",-29,54,-51,-176,-476,-103,-113,-426,-62,-175
"36101","Northeast","Middle Atlantic",-83,-52,-400,-282,-780,-800,-772,-668,-515,-489
"36103","Northeast","Middle Atlantic",-1135,-3736,-9975,-6062,-8715,-10495,-12616,-8307,-7062,-7842
"36105","Northeast","Middle Atlantic",-109,-685,-382,-324,-1549,-1065,-128,-181,151,40
"36107","Northeast","Middle Atlantic",-44,-172,-633,-272,-362,-550,-535,-183,-126,-161
"36109","Northeast","Middle Atlantic",-150,-898,-216,-133,-1198,-1381,-1072,-1028,-794,-797
